INPUT_TABLE
Variable ID
tranSubsector_absolute-cost-logit

region,supplysector,tranSubsector,logit.type
Australia_NZ,trn_pass_road_LDV,2W,absolute-cost-logit
Australia_NZ,trn_freight,road,absolute-cost-logit
Brazil,trn_aviation_intl,International Aviation,absolute-cost-logit
Brazil,trn_freight,Domestic Ship,absolute-cost-logit
Brazil,trn_freight,Freight Rail,absolute-cost-logit
Brazil,trn_freight_road,Truck (>15t),absolute-cost-logit
Brazil,trn_freight_road,Truck (0-1t),absolute-cost-logit
Brazil,trn_freight_road,Truck (6-15t),absolute-cost-logit
Brazil,trn_pass,Cycle,absolute-cost-logit
Brazil,trn_pass,Domestic Aviation,absolute-cost-logit
Brazil,trn_pass,HSR,absolute-cost-logit
Brazil,trn_pass,Passenger Rail,absolute-cost-logit
Brazil,trn_pass,Walk,absolute-cost-logit
Brazil,trn_pass_road,Bus,absolute-cost-logit
Brazil,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Brazil,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Brazil,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Brazil,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Brazil,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Brazil,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Brazil,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Brazil,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Brazil,trn_shipping_intl,International Ship,absolute-cost-logit
Brazil,trn_pass,road,absolute-cost-logit
Brazil,trn_pass_road,LDV,absolute-cost-logit
Brazil,trn_pass_road_LDV,4W,absolute-cost-logit
Brazil,trn_pass_road_LDV,2W,absolute-cost-logit
Brazil,trn_freight,road,absolute-cost-logit
Canada,trn_aviation_intl,International Aviation,absolute-cost-logit
Canada,trn_freight,Domestic Ship,absolute-cost-logit
Canada,trn_freight,Freight Rail,absolute-cost-logit
Canada,trn_freight_road,Truck (>15t),absolute-cost-logit
Canada,trn_freight_road,Truck (0-4.5t),absolute-cost-logit
Canada,trn_freight_road,Truck (4.5-15t),absolute-cost-logit
Canada,trn_pass,Cycle,absolute-cost-logit
Canada,trn_pass,Domestic Aviation,absolute-cost-logit
Canada,trn_pass,HSR,absolute-cost-logit
Canada,trn_pass,Passenger Rail,absolute-cost-logit
Canada,trn_pass,Walk,absolute-cost-logit
Canada,trn_pass_road,Bus,absolute-cost-logit
Canada,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Canada,trn_pass_road_LDV_4W,Light Truck and SUV,absolute-cost-logit
Canada,trn_pass_road_LDV_4W,Midsize Car,absolute-cost-logit
Canada,trn_pass_road_LDV_4W,Van,absolute-cost-logit
Canada,trn_shipping_intl,International Ship,absolute-cost-logit
Canada,trn_pass,road,absolute-cost-logit
Canada,trn_pass_road,LDV,absolute-cost-logit
Canada,trn_pass_road_LDV,4W,absolute-cost-logit
Canada,trn_pass_road_LDV,2W,absolute-cost-logit
Canada,trn_freight,road,absolute-cost-logit
Central America and Caribbean,trn_aviation_intl,International Aviation,absolute-cost-logit
Central America and Caribbean,trn_freight,Domestic Ship,absolute-cost-logit
Central America and Caribbean,trn_freight,Freight Rail,absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (>15t),absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (>32t),absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (0-1t),absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (16-32t),absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
Central America and Caribbean,trn_freight_road,Truck (6-15t),absolute-cost-logit
Central America and Caribbean,trn_pass,Cycle,absolute-cost-logit
Central America and Caribbean,trn_pass,Domestic Aviation,absolute-cost-logit
Central America and Caribbean,trn_pass,HSR,absolute-cost-logit
Central America and Caribbean,trn_pass,Passenger Rail,absolute-cost-logit
Central America and Caribbean,trn_pass,Walk,absolute-cost-logit
Central America and Caribbean,trn_pass_road,Bus,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV_4W,Van,absolute-cost-logit
Central America and Caribbean,trn_shipping_intl,International Ship,absolute-cost-logit
Central America and Caribbean,trn_pass,road,absolute-cost-logit
Central America and Caribbean,trn_pass_road,LDV,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV,4W,absolute-cost-logit
Central America and Caribbean,trn_pass_road_LDV,2W,absolute-cost-logit
Central America and Caribbean,trn_freight,road,absolute-cost-logit
Central Asia,trn_aviation_intl,International Aviation,absolute-cost-logit
Central Asia,trn_freight,Domestic Ship,absolute-cost-logit
Central Asia,trn_freight,Freight Rail,absolute-cost-logit
Central Asia,trn_freight_road,3W Rural,absolute-cost-logit
Central Asia,trn_freight_road,Truck (>14t),absolute-cost-logit
Central Asia,trn_freight_road,Truck (>32t),absolute-cost-logit
Central Asia,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
Central Asia,trn_freight_road,Truck (0-6t),absolute-cost-logit
Central Asia,trn_freight_road,Truck (16-32t),absolute-cost-logit
Central Asia,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
Central Asia,trn_freight_road,Truck (6-14t),absolute-cost-logit
Central Asia,trn_pass,Cycle,absolute-cost-logit
Central Asia,trn_pass,Domestic Aviation,absolute-cost-logit
Central Asia,trn_pass,HSR,absolute-cost-logit
Central Asia,trn_pass,Passenger Rail,absolute-cost-logit
Central Asia,trn_pass,Walk,absolute-cost-logit
Central Asia,trn_pass_road,Bus,absolute-cost-logit
Central Asia,trn_pass_road_bus,Heavy Bus,absolute-cost-logit
Central Asia,trn_pass_road_bus,Light Bus,absolute-cost-logit
Central Asia,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
Central Asia,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Central Asia,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Central Asia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Central Asia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Central Asia,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Central Asia,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Central Asia,trn_pass_road_LDV_4W,Midsize Car,absolute-cost-logit
Central Asia,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Central Asia,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Central Asia,trn_shipping_intl,International Ship,absolute-cost-logit
Central Asia,trn_pass,road,absolute-cost-logit
Central Asia,trn_pass_road,LDV,absolute-cost-logit
Central Asia,trn_pass_road,bus,absolute-cost-logit
Central Asia,trn_pass_road_LDV,4W,absolute-cost-logit
Central Asia,trn_pass_road_LDV,2W,absolute-cost-logit
Central Asia,trn_freight,road,absolute-cost-logit
China,trn_aviation_intl,International Aviation,absolute-cost-logit
China,trn_freight,Domestic Ship,absolute-cost-logit
China,trn_freight,Freight Rail,absolute-cost-logit
China,trn_freight_road,3W Rural,absolute-cost-logit
China,trn_freight_road,Truck (>14t),absolute-cost-logit
China,trn_freight_road,Truck (0-2t),absolute-cost-logit
China,trn_freight_road,Truck (0-6t),absolute-cost-logit
China,trn_freight_road,Truck (2-5t),absolute-cost-logit
China,trn_freight_road,Truck (5-9t),absolute-cost-logit
China,trn_freight_road,Truck (6-14t),absolute-cost-logit
China,trn_freight_road,Truck (9-16t),absolute-cost-logit
China,trn_pass,Cycle,absolute-cost-logit
China,trn_pass,Domestic Aviation,absolute-cost-logit
China,trn_pass,HSR,absolute-cost-logit
China,trn_pass,Passenger Rail,absolute-cost-logit
China,trn_pass,Walk,absolute-cost-logit
China,trn_pass_road,Bus,absolute-cost-logit
China,trn_pass_road_bus,Heavy Bus,absolute-cost-logit
China,trn_pass_road_bus,Light Bus,absolute-cost-logit
China,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
China,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
China,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
China,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
China,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
China,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
China,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
China,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
China,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
China,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
China,trn_shipping_intl,International Ship,absolute-cost-logit
China,trn_pass,road,absolute-cost-logit
China,trn_pass_road,LDV,absolute-cost-logit
China,trn_pass_road,bus,absolute-cost-logit
China,trn_pass_road_LDV,4W,absolute-cost-logit
China,trn_pass_road_LDV,2W,absolute-cost-logit
China,trn_freight,road,absolute-cost-logit
EU-12,trn_aviation_intl,International Aviation,absolute-cost-logit
EU-12,trn_freight,Domestic Ship,absolute-cost-logit
EU-12,trn_freight,Freight Rail,absolute-cost-logit
EU-12,trn_freight_road,Truck (>32t),absolute-cost-logit
EU-12,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
EU-12,trn_freight_road,Truck (16-32t),absolute-cost-logit
EU-12,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
EU-12,trn_pass,Cycle,absolute-cost-logit
EU-12,trn_pass,Domestic Aviation,absolute-cost-logit
EU-12,trn_pass,HSR,absolute-cost-logit
EU-12,trn_pass,Passenger Rail,absolute-cost-logit
EU-12,trn_pass,Walk,absolute-cost-logit
EU-12,trn_pass_road,Bus,absolute-cost-logit
EU-12,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
EU-12,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
EU-12,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
EU-12,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
EU-12,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
EU-12,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
EU-12,trn_pass_road_LDV_4W,Midsize Car,absolute-cost-logit
EU-12,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
EU-12,trn_pass_road_LDV_4W,Van,absolute-cost-logit
EU-12,trn_shipping_intl,International Ship,absolute-cost-logit
EU-12,trn_pass,road,absolute-cost-logit
EU-12,trn_pass_road,LDV,absolute-cost-logit
EU-12,trn_pass_road_LDV,4W,absolute-cost-logit
EU-12,trn_pass_road_LDV,2W,absolute-cost-logit
EU-12,trn_freight,road,absolute-cost-logit
EU-15,trn_aviation_intl,International Aviation,absolute-cost-logit
EU-15,trn_freight,Domestic Ship,absolute-cost-logit
EU-15,trn_freight,Freight Rail,absolute-cost-logit
EU-15,trn_freight_road,Truck (>15t),absolute-cost-logit
EU-15,trn_freight_road,Truck (>32t),absolute-cost-logit
EU-15,trn_freight_road,Truck (0-1t),absolute-cost-logit
EU-15,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
EU-15,trn_freight_road,Truck (16-32t),absolute-cost-logit
EU-15,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
EU-15,trn_freight_road,Truck (6-15t),absolute-cost-logit
EU-15,trn_pass,Cycle,absolute-cost-logit
EU-15,trn_pass,Domestic Aviation,absolute-cost-logit
EU-15,trn_pass,HSR,absolute-cost-logit
EU-15,trn_pass,Passenger Rail,absolute-cost-logit
EU-15,trn_pass,Walk,absolute-cost-logit
EU-15,trn_pass_road,Bus,absolute-cost-logit
EU-15,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
EU-15,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
EU-15,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
EU-15,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
EU-15,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
EU-15,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
EU-15,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
EU-15,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
EU-15,trn_pass_road_LDV_4W,Van,absolute-cost-logit
EU-15,trn_shipping_intl,International Ship,absolute-cost-logit
EU-15,trn_pass,road,absolute-cost-logit
EU-15,trn_pass_road,LDV,absolute-cost-logit
EU-15,trn_pass_road_LDV,4W,absolute-cost-logit
EU-15,trn_pass_road_LDV,2W,absolute-cost-logit
EU-15,trn_freight,road,absolute-cost-logit
Europe_Eastern,trn_aviation_intl,International Aviation,absolute-cost-logit
Europe_Eastern,trn_freight,Domestic Ship,absolute-cost-logit
Europe_Eastern,trn_freight,Freight Rail,absolute-cost-logit
Europe_Eastern,trn_freight_road,Truck (>32t),absolute-cost-logit
Europe_Eastern,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
Europe_Eastern,trn_freight_road,Truck (16-32t),absolute-cost-logit
Europe_Eastern,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
Europe_Eastern,trn_pass,Cycle,absolute-cost-logit
Europe_Eastern,trn_pass,Domestic Aviation,absolute-cost-logit
Europe_Eastern,trn_pass,HSR,absolute-cost-logit
Europe_Eastern,trn_pass,Passenger Rail,absolute-cost-logit
Europe_Eastern,trn_pass,Walk,absolute-cost-logit
Europe_Eastern,trn_pass_road,Bus,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_4W,Midsize Car,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Europe_Eastern,trn_shipping_intl,International Ship,absolute-cost-logit
Europe_Eastern,trn_pass,road,absolute-cost-logit
Europe_Eastern,trn_pass_road,LDV,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV,4W,absolute-cost-logit
Europe_Eastern,trn_pass_road_LDV,2W,absolute-cost-logit
Europe_Eastern,trn_freight,road,absolute-cost-logit
Europe_Non_EU,trn_aviation_intl,International Aviation,absolute-cost-logit
Europe_Non_EU,trn_freight,Domestic Ship,absolute-cost-logit
Europe_Non_EU,trn_freight,Freight Rail,absolute-cost-logit
Europe_Non_EU,trn_freight_road,Truck (>32t),absolute-cost-logit
Europe_Non_EU,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
Europe_Non_EU,trn_freight_road,Truck (16-32t),absolute-cost-logit
Europe_Non_EU,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
Europe_Non_EU,trn_pass,Cycle,absolute-cost-logit
Europe_Non_EU,trn_pass,Domestic Aviation,absolute-cost-logit
Europe_Non_EU,trn_pass,HSR,absolute-cost-logit
Europe_Non_EU,trn_pass,Passenger Rail,absolute-cost-logit
Europe_Non_EU,trn_pass,Walk,absolute-cost-logit
Europe_Non_EU,trn_pass_road,Bus,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV_4W,Van,absolute-cost-logit
Europe_Non_EU,trn_shipping_intl,International Ship,absolute-cost-logit
Europe_Non_EU,trn_pass,road,absolute-cost-logit
Europe_Non_EU,trn_pass_road,LDV,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV,4W,absolute-cost-logit
Europe_Non_EU,trn_pass_road_LDV,2W,absolute-cost-logit
Europe_Non_EU,trn_freight,road,absolute-cost-logit
European Free Trade Association,trn_aviation_intl,International Aviation,absolute-cost-logit
European Free Trade Association,trn_freight,Domestic Ship,absolute-cost-logit
European Free Trade Association,trn_freight,Freight Rail,absolute-cost-logit
European Free Trade Association,trn_freight_road,Truck (>32t),absolute-cost-logit
European Free Trade Association,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
European Free Trade Association,trn_freight_road,Truck (16-32t),absolute-cost-logit
