INPUT_TABLE
Variable ID
tranSubsector_absolute-cost-logit

region,supplysector,tranSubsector,logit.type
European Free Trade Association,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
European Free Trade Association,trn_pass,Cycle,absolute-cost-logit
European Free Trade Association,trn_pass,Domestic Aviation,absolute-cost-logit
European Free Trade Association,trn_pass,HSR,absolute-cost-logit
European Free Trade Association,trn_pass,Passenger Rail,absolute-cost-logit
European Free Trade Association,trn_pass,Walk,absolute-cost-logit
European Free Trade Association,trn_pass_road,Bus,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV_4W,Van,absolute-cost-logit
European Free Trade Association,trn_shipping_intl,International Ship,absolute-cost-logit
European Free Trade Association,trn_pass,road,absolute-cost-logit
European Free Trade Association,trn_pass_road,LDV,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV,4W,absolute-cost-logit
European Free Trade Association,trn_pass_road_LDV,2W,absolute-cost-logit
European Free Trade Association,trn_freight,road,absolute-cost-logit
India,trn_aviation_intl,International Aviation,absolute-cost-logit
India,trn_freight,Domestic Ship,absolute-cost-logit
India,trn_freight,Freight Rail,absolute-cost-logit
India,trn_freight_road,Truck (0-2t),absolute-cost-logit
India,trn_freight_road,Truck (2-5t),absolute-cost-logit
India,trn_freight_road,Truck (5-9t),absolute-cost-logit
India,trn_freight_road,Truck (9-16t),absolute-cost-logit
India,trn_pass,Cycle,absolute-cost-logit
India,trn_pass,Domestic Aviation,absolute-cost-logit
India,trn_pass,HSR,absolute-cost-logit
India,trn_pass,Passenger Rail,absolute-cost-logit
India,trn_pass,Walk,absolute-cost-logit
India,trn_pass_road,Bus,absolute-cost-logit
India,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
India,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
India,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
India,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
India,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
India,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
India,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
India,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
India,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
India,trn_shipping_intl,International Ship,absolute-cost-logit
India,trn_pass,road,absolute-cost-logit
India,trn_pass_road,LDV,absolute-cost-logit
India,trn_pass_road_LDV,4W,absolute-cost-logit
India,trn_pass_road_LDV,2W,absolute-cost-logit
India,trn_freight,road,absolute-cost-logit
Indonesia,trn_aviation_intl,International Aviation,absolute-cost-logit
Indonesia,trn_freight,Domestic Ship,absolute-cost-logit
Indonesia,trn_freight,Freight Rail,absolute-cost-logit
Indonesia,trn_freight_road,Truck (0-2t),absolute-cost-logit
Indonesia,trn_freight_road,Truck (2-5t),absolute-cost-logit
Indonesia,trn_freight_road,Truck (5-9t),absolute-cost-logit
Indonesia,trn_freight_road,Truck (9-16t),absolute-cost-logit
Indonesia,trn_pass,Cycle,absolute-cost-logit
Indonesia,trn_pass,Domestic Aviation,absolute-cost-logit
Indonesia,trn_pass,HSR,absolute-cost-logit
Indonesia,trn_pass,Passenger Rail,absolute-cost-logit
Indonesia,trn_pass,Walk,absolute-cost-logit
Indonesia,trn_pass_road,Bus,absolute-cost-logit
Indonesia,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
Indonesia,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Indonesia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Indonesia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Indonesia,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
Indonesia,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Indonesia,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Indonesia,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
Indonesia,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Indonesia,trn_shipping_intl,International Ship,absolute-cost-logit
Indonesia,trn_pass,road,absolute-cost-logit
Indonesia,trn_pass_road,LDV,absolute-cost-logit
Indonesia,trn_pass_road_LDV,4W,absolute-cost-logit
Indonesia,trn_pass_road_LDV,2W,absolute-cost-logit
Indonesia,trn_freight,road,absolute-cost-logit
Japan,trn_aviation_intl,International Aviation,absolute-cost-logit
Japan,trn_freight,Domestic Ship,absolute-cost-logit
Japan,trn_freight,Freight Rail,absolute-cost-logit
Japan,trn_freight_road,Truck (0-1t),absolute-cost-logit
Japan,trn_freight_road,Truck (1-6t),absolute-cost-logit
Japan,trn_pass,Cycle,absolute-cost-logit
Japan,trn_pass,Domestic Aviation,absolute-cost-logit
Japan,trn_pass,HSR,absolute-cost-logit
Japan,trn_pass,Passenger Rail,absolute-cost-logit
Japan,trn_pass,Walk,absolute-cost-logit
Japan,trn_pass_road,Bus,absolute-cost-logit
Japan,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Japan,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Japan,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Japan,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Japan,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Japan,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Japan,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Japan,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Japan,trn_shipping_intl,International Ship,absolute-cost-logit
Japan,trn_pass,road,absolute-cost-logit
Japan,trn_pass_road,LDV,absolute-cost-logit
Japan,trn_pass_road_LDV,4W,absolute-cost-logit
Japan,trn_pass_road_LDV,2W,absolute-cost-logit
Japan,trn_freight,road,absolute-cost-logit
Mexico,trn_aviation_intl,International Aviation,absolute-cost-logit
Mexico,trn_freight,Domestic Ship,absolute-cost-logit
Mexico,trn_freight,Freight Rail,absolute-cost-logit
Mexico,trn_freight_road,Truck (>15t),absolute-cost-logit
Mexico,trn_freight_road,Truck (0-1t),absolute-cost-logit
Mexico,trn_freight_road,Truck (6-15t),absolute-cost-logit
Mexico,trn_pass,Cycle,absolute-cost-logit
Mexico,trn_pass,Domestic Aviation,absolute-cost-logit
Mexico,trn_pass,HSR,absolute-cost-logit
Mexico,trn_pass,Passenger Rail,absolute-cost-logit
Mexico,trn_pass,Walk,absolute-cost-logit
Mexico,trn_pass_road,Bus,absolute-cost-logit
Mexico,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Mexico,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Mexico,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Mexico,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Mexico,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Mexico,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Mexico,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Mexico,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Mexico,trn_shipping_intl,International Ship,absolute-cost-logit
Mexico,trn_pass,road,absolute-cost-logit
Mexico,trn_pass_road,LDV,absolute-cost-logit
Mexico,trn_pass_road_LDV,4W,absolute-cost-logit
Mexico,trn_pass_road_LDV,2W,absolute-cost-logit
Mexico,trn_freight,road,absolute-cost-logit
Middle East,trn_aviation_intl,International Aviation,absolute-cost-logit
Middle East,trn_freight,Domestic Ship,absolute-cost-logit
Middle East,trn_freight,Freight Rail,absolute-cost-logit
Middle East,trn_freight_road,Truck (0-2t),absolute-cost-logit
Middle East,trn_freight_road,Truck (2-5t),absolute-cost-logit
Middle East,trn_freight_road,Truck (5-9t),absolute-cost-logit
Middle East,trn_freight_road,Truck (9-16t),absolute-cost-logit
Middle East,trn_pass,Cycle,absolute-cost-logit
Middle East,trn_pass,Domestic Aviation,absolute-cost-logit
Middle East,trn_pass,HSR,absolute-cost-logit
Middle East,trn_pass,Passenger Rail,absolute-cost-logit
Middle East,trn_pass,Walk,absolute-cost-logit
Middle East,trn_pass_road,Bus,absolute-cost-logit
Middle East,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Middle East,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Middle East,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Middle East,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Middle East,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Middle East,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Middle East,trn_shipping_intl,International Ship,absolute-cost-logit
Middle East,trn_pass,road,absolute-cost-logit
Middle East,trn_pass_road,LDV,absolute-cost-logit
Middle East,trn_pass_road_LDV,4W,absolute-cost-logit
Middle East,trn_pass_road_LDV,2W,absolute-cost-logit
Middle East,trn_freight,road,absolute-cost-logit
Pakistan,trn_aviation_intl,International Aviation,absolute-cost-logit
Pakistan,trn_freight,Domestic Ship,absolute-cost-logit
Pakistan,trn_freight,Freight Rail,absolute-cost-logit
Pakistan,trn_freight_road,Truck (0-2t),absolute-cost-logit
Pakistan,trn_freight_road,Truck (2-5t),absolute-cost-logit
Pakistan,trn_freight_road,Truck (5-9t),absolute-cost-logit
Pakistan,trn_freight_road,Truck (9-16t),absolute-cost-logit
Pakistan,trn_pass,Cycle,absolute-cost-logit
Pakistan,trn_pass,Domestic Aviation,absolute-cost-logit
Pakistan,trn_pass,HSR,absolute-cost-logit
Pakistan,trn_pass,Passenger Rail,absolute-cost-logit
Pakistan,trn_pass,Walk,absolute-cost-logit
Pakistan,trn_pass_road,Bus,absolute-cost-logit
Pakistan,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
Pakistan,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Pakistan,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Pakistan,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Pakistan,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
Pakistan,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Pakistan,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Pakistan,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
Pakistan,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Pakistan,trn_shipping_intl,International Ship,absolute-cost-logit
Pakistan,trn_pass,road,absolute-cost-logit
Pakistan,trn_pass_road,LDV,absolute-cost-logit
Pakistan,trn_pass_road_LDV,4W,absolute-cost-logit
Pakistan,trn_pass_road_LDV,2W,absolute-cost-logit
Pakistan,trn_freight,road,absolute-cost-logit
Russia,trn_aviation_intl,International Aviation,absolute-cost-logit
Russia,trn_freight,Domestic Ship,absolute-cost-logit
Russia,trn_freight,Freight Rail,absolute-cost-logit
Russia,trn_freight_road,Truck (>32t),absolute-cost-logit
Russia,trn_freight_road,Truck (0-3.5t),absolute-cost-logit
Russia,trn_freight_road,Truck (16-32t),absolute-cost-logit
Russia,trn_freight_road,Truck (3.5-16t),absolute-cost-logit
Russia,trn_pass,Cycle,absolute-cost-logit
Russia,trn_pass,Domestic Aviation,absolute-cost-logit
Russia,trn_pass,HSR,absolute-cost-logit
Russia,trn_pass,Passenger Rail,absolute-cost-logit
Russia,trn_pass,Walk,absolute-cost-logit
Russia,trn_pass_road,Bus,absolute-cost-logit
Russia,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Russia,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Russia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Russia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Russia,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Russia,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Russia,trn_pass_road_LDV_4W,Midsize Car,absolute-cost-logit
Russia,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Russia,trn_shipping_intl,International Ship,absolute-cost-logit
Russia,trn_pass,road,absolute-cost-logit
Russia,trn_pass_road,LDV,absolute-cost-logit
Russia,trn_pass_road_LDV,4W,absolute-cost-logit
Russia,trn_pass_road_LDV,2W,absolute-cost-logit
Russia,trn_freight,road,absolute-cost-logit
South Africa,trn_aviation_intl,International Aviation,absolute-cost-logit
South Africa,trn_freight,Domestic Ship,absolute-cost-logit
South Africa,trn_freight,Freight Rail,absolute-cost-logit
South Africa,trn_freight_road,Truck (0-2t),absolute-cost-logit
South Africa,trn_freight_road,Truck (2-5t),absolute-cost-logit
South Africa,trn_freight_road,Truck (5-9t),absolute-cost-logit
South Africa,trn_freight_road,Truck (9-16t),absolute-cost-logit
South Africa,trn_pass,Cycle,absolute-cost-logit
South Africa,trn_pass,Domestic Aviation,absolute-cost-logit
South Africa,trn_pass,HSR,absolute-cost-logit
South Africa,trn_pass,Passenger Rail,absolute-cost-logit
South Africa,trn_pass,Walk,absolute-cost-logit
South Africa,trn_pass_road,Bus,absolute-cost-logit
South Africa,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
South Africa,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South Africa,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South Africa,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
South Africa,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
South Africa,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
South Africa,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
South Africa,trn_shipping_intl,International Ship,absolute-cost-logit
South Africa,trn_pass,road,absolute-cost-logit
South Africa,trn_pass_road,LDV,absolute-cost-logit
South Africa,trn_pass_road_LDV,4W,absolute-cost-logit
South Africa,trn_pass_road_LDV,2W,absolute-cost-logit
South Africa,trn_freight,road,absolute-cost-logit
South America_Northern,trn_aviation_intl,International Aviation,absolute-cost-logit
South America_Northern,trn_freight,Domestic Ship,absolute-cost-logit
South America_Northern,trn_freight,Freight Rail,absolute-cost-logit
South America_Northern,trn_freight_road,Truck (>15t),absolute-cost-logit
South America_Northern,trn_freight_road,Truck (0-1t),absolute-cost-logit
South America_Northern,trn_freight_road,Truck (6-15t),absolute-cost-logit
South America_Northern,trn_pass,Cycle,absolute-cost-logit
South America_Northern,trn_pass,Domestic Aviation,absolute-cost-logit
South America_Northern,trn_pass,HSR,absolute-cost-logit
South America_Northern,trn_pass,Passenger Rail,absolute-cost-logit
South America_Northern,trn_pass,Walk,absolute-cost-logit
South America_Northern,trn_pass_road,Bus,absolute-cost-logit
South America_Northern,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
South America_Northern,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
South America_Northern,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South America_Northern,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South America_Northern,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
South America_Northern,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
South America_Northern,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
South America_Northern,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
South America_Northern,trn_shipping_intl,International Ship,absolute-cost-logit
South America_Northern,trn_pass,road,absolute-cost-logit
South America_Northern,trn_pass_road,LDV,absolute-cost-logit
South America_Northern,trn_pass_road_LDV,4W,absolute-cost-logit
South America_Northern,trn_pass_road_LDV,2W,absolute-cost-logit
South America_Northern,trn_freight,road,absolute-cost-logit
South America_Southern,trn_aviation_intl,International Aviation,absolute-cost-logit
South America_Southern,trn_freight,Domestic Ship,absolute-cost-logit
South America_Southern,trn_freight,Freight Rail,absolute-cost-logit
South America_Southern,trn_freight_road,Truck (>15t),absolute-cost-logit
South America_Southern,trn_freight_road,Truck (0-1t),absolute-cost-logit
South America_Southern,trn_freight_road,Truck (6-15t),absolute-cost-logit
South America_Southern,trn_pass,Cycle,absolute-cost-logit
South America_Southern,trn_pass,Domestic Aviation,absolute-cost-logit
South America_Southern,trn_pass,HSR,absolute-cost-logit
South America_Southern,trn_pass,Passenger Rail,absolute-cost-logit
South America_Southern,trn_pass,Walk,absolute-cost-logit
South America_Southern,trn_pass_road,Bus,absolute-cost-logit
South America_Southern,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
South America_Southern,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
South America_Southern,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South America_Southern,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South America_Southern,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
South America_Southern,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
South America_Southern,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
South America_Southern,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
South America_Southern,trn_shipping_intl,International Ship,absolute-cost-logit
South America_Southern,trn_pass,road,absolute-cost-logit
South America_Southern,trn_pass_road,LDV,absolute-cost-logit
South America_Southern,trn_pass_road_LDV,4W,absolute-cost-logit
South America_Southern,trn_pass_road_LDV,2W,absolute-cost-logit
South America_Southern,trn_freight,road,absolute-cost-logit
South Asia,trn_aviation_intl,International Aviation,absolute-cost-logit
South Asia,trn_freight,Domestic Ship,absolute-cost-logit
South Asia,trn_freight,Freight Rail,absolute-cost-logit
South Asia,trn_freight_road,Truck (0-2t),absolute-cost-logit
South Asia,trn_freight_road,Truck (2-5t),absolute-cost-logit
South Asia,trn_freight_road,Truck (5-9t),absolute-cost-logit
South Asia,trn_freight_road,Truck (9-16t),absolute-cost-logit
South Asia,trn_pass,Cycle,absolute-cost-logit
South Asia,trn_pass,Domestic Aviation,absolute-cost-logit
South Asia,trn_pass,HSR,absolute-cost-logit
South Asia,trn_pass,Passenger Rail,absolute-cost-logit
South Asia,trn_pass,Walk,absolute-cost-logit
South Asia,trn_pass_road,Bus,absolute-cost-logit
South Asia,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
South Asia,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
South Asia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South Asia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South Asia,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
South Asia,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
South Asia,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
South Asia,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
South Asia,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
South Asia,trn_shipping_intl,International Ship,absolute-cost-logit
South Asia,trn_pass,road,absolute-cost-logit
South Asia,trn_pass_road,LDV,absolute-cost-logit
South Asia,trn_pass_road_LDV,4W,absolute-cost-logit
South Asia,trn_pass_road_LDV,2W,absolute-cost-logit
South Asia,trn_freight,road,absolute-cost-logit
South Korea,trn_aviation_intl,International Aviation,absolute-cost-logit
South Korea,trn_freight,Domestic Ship,absolute-cost-logit
South Korea,trn_freight,Freight Rail,absolute-cost-logit
South Korea,trn_freight_road,Truck,absolute-cost-logit
South Korea,trn_pass,Cycle,absolute-cost-logit
South Korea,trn_pass,Domestic Aviation,absolute-cost-logit
South Korea,trn_pass,HSR,absolute-cost-logit
South Korea,trn_pass,Passenger Rail,absolute-cost-logit
South Korea,trn_pass,Walk,absolute-cost-logit
South Korea,trn_pass_road,Bus,absolute-cost-logit
South Korea,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South Korea,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
South Korea,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
South Korea,trn_pass_road_LDV_4W,Large Car,absolute-cost-logit
South Korea,trn_pass_road_LDV_4W,Light Truck and SUV,absolute-cost-logit
South Korea,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
South Korea,trn_shipping_intl,International Ship,absolute-cost-logit
South Korea,trn_pass,road,absolute-cost-logit
South Korea,trn_pass_road,LDV,absolute-cost-logit
South Korea,trn_pass_road_LDV,4W,absolute-cost-logit
South Korea,trn_pass_road_LDV,2W,absolute-cost-logit
South Korea,trn_freight,road,absolute-cost-logit
Southeast Asia,trn_aviation_intl,International Aviation,absolute-cost-logit
Southeast Asia,trn_freight,Domestic Ship,absolute-cost-logit
Southeast Asia,trn_freight,Freight Rail,absolute-cost-logit
Southeast Asia,trn_freight_road,3W Rural,absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (>14t),absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (0-2t),absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (0-6t),absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (2-5t),absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (5-9t),absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (6-14t),absolute-cost-logit
Southeast Asia,trn_freight_road,Truck (9-16t),absolute-cost-logit
Southeast Asia,trn_pass,Cycle,absolute-cost-logit
Southeast Asia,trn_pass,Domestic Aviation,absolute-cost-logit
Southeast Asia,trn_pass,HSR,absolute-cost-logit
Southeast Asia,trn_pass,Passenger Rail,absolute-cost-logit
Southeast Asia,trn_pass,Walk,absolute-cost-logit
Southeast Asia,trn_pass_road,Bus,absolute-cost-logit
Southeast Asia,trn_pass_road_bus,Heavy Bus,absolute-cost-logit
Southeast Asia,trn_pass_road_bus,Light Bus,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Southeast Asia,trn_shipping_intl,International Ship,absolute-cost-logit
Southeast Asia,trn_pass,road,absolute-cost-logit
Southeast Asia,trn_pass_road,LDV,absolute-cost-logit
Southeast Asia,trn_pass_road,bus,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV,4W,absolute-cost-logit
Southeast Asia,trn_pass_road_LDV,2W,absolute-cost-logit
Southeast Asia,trn_freight,road,absolute-cost-logit
Taiwan,trn_aviation_intl,International Aviation,absolute-cost-logit
Taiwan,trn_freight,Domestic Ship,absolute-cost-logit
Taiwan,trn_freight,Freight Rail,absolute-cost-logit
Taiwan,trn_freight_road,Truck (0-2t),absolute-cost-logit
Taiwan,trn_freight_road,Truck (2-5t),absolute-cost-logit
Taiwan,trn_freight_road,Truck (5-9t),absolute-cost-logit
Taiwan,trn_freight_road,Truck (9-16t),absolute-cost-logit
Taiwan,trn_pass,Cycle,absolute-cost-logit
Taiwan,trn_pass,Domestic Aviation,absolute-cost-logit
Taiwan,trn_pass,HSR,absolute-cost-logit
Taiwan,trn_pass,Passenger Rail,absolute-cost-logit
Taiwan,trn_pass,Walk,absolute-cost-logit
Taiwan,trn_pass_road,Bus,absolute-cost-logit
Taiwan,trn_pass_road_LDV,Three-Wheeler,absolute-cost-logit
Taiwan,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Taiwan,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Taiwan,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Taiwan,trn_pass_road_LDV_2W,Scooter,absolute-cost-logit
Taiwan,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Taiwan,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Taiwan,trn_pass_road_LDV_4W,Multipurpose Vehicle,absolute-cost-logit
Taiwan,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Taiwan,trn_shipping_intl,International Ship,absolute-cost-logit
Taiwan,trn_pass,road,absolute-cost-logit
Taiwan,trn_pass_road,LDV,absolute-cost-logit
Taiwan,trn_pass_road_LDV,4W,absolute-cost-logit
Taiwan,trn_pass_road_LDV,2W,absolute-cost-logit
Taiwan,trn_freight,road,absolute-cost-logit
Argentina,trn_aviation_intl,International Aviation,absolute-cost-logit
Argentina,trn_freight,Domestic Ship,absolute-cost-logit
Argentina,trn_freight,Freight Rail,absolute-cost-logit
Argentina,trn_freight_road,Truck (>15t),absolute-cost-logit
Argentina,trn_freight_road,Truck (0-1t),absolute-cost-logit
Argentina,trn_freight_road,Truck (6-15t),absolute-cost-logit
Argentina,trn_pass,Cycle,absolute-cost-logit
Argentina,trn_pass,Domestic Aviation,absolute-cost-logit
Argentina,trn_pass,HSR,absolute-cost-logit
Argentina,trn_pass,Passenger Rail,absolute-cost-logit
Argentina,trn_pass,Walk,absolute-cost-logit
Argentina,trn_pass_road,Bus,absolute-cost-logit
Argentina,trn_pass_road_LDV_2W,Moped,absolute-cost-logit
Argentina,trn_pass_road_LDV_2W,Motorcycle (>250cc),absolute-cost-logit
Argentina,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Argentina,trn_pass_road_LDV_2W,Motorcycle (50-250cc),absolute-cost-logit
Argentina,trn_pass_road_LDV_4W,Compact Car,absolute-cost-logit
Argentina,trn_pass_road_LDV_4W,Large Car and SUV,absolute-cost-logit
Argentina,trn_pass_road_LDV_4W,Mini Car,absolute-cost-logit
Argentina,trn_pass_road_LDV_4W,Subcompact Car,absolute-cost-logit
Argentina,trn_shipping_intl,International Ship,absolute-cost-logit
Argentina,trn_pass,road,absolute-cost-logit
Argentina,trn_pass_road,LDV,absolute-cost-logit
Argentina,trn_pass_road_LDV,4W,absolute-cost-logit
Argentina,trn_pass_road_LDV,2W,absolute-cost-logit
Argentina,trn_freight,road,absolute-cost-logit
Colombia,trn_aviation_intl,International Aviation,absolute-cost-logit
Colombia,trn_freight,Domestic Ship,absolute-cost-logit
Colombia,trn_freight,Freight Rail,absolute-cost-logit
Colombia,trn_freight_road,Truck (>15t),absolute-cost-logit
Colombia,trn_freight_road,Truck (0-1t),absolute-cost-logit
Colombia,trn_freight_road,Truck (6-15t),absolute-cost-logit
Colombia,trn_pass,Cycle,absolute-cost-logit
Colombia,trn_pass,Domestic Aviation,absolute-cost-logit
Colombia,trn_pass,HSR,absolute-cost-logit
