INPUT_TABLE
Variable ID
LN3_Logit_relative-cost-logit

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,logit.type
Canada,root,AgroForestLand_CanAtl,AgroForest_NonPasture_CanAtl,AllForestLand_CanAtl,relative-cost-logit
Canada,root,AgroForestLand_NelsonR,AgroForest_NonPasture_NelsonR,AllForestLand_NelsonR,relative-cost-logit
Canada,root,AgroForestLand_FraserR,AgroForest_NonPasture_FraserR,AllForestLand_FraserR,relative-cost-logit
Canada,root,AgroForestLand_ChurchillR,AgroForest_NonPasture_ChurchillR,AllForestLand_ChurchillR,relative-cost-logit
Canada,root,AgroForestLand_StLwrncR,AgroForest_NonPasture_StLwrncR,AllForestLand_StLwrncR,relative-cost-logit
Canada,root,AgroForestLand_MissouriR,AgroForest_NonPasture_MissouriR,AllForestLand_MissouriR,relative-cost-logit
Canada,root,AgroForestLand_GreatLakes,AgroForest_NonPasture_GreatLakes,AllForestLand_GreatLakes,relative-cost-logit
Canada,root,AgroForestLand_UsaPacNW,AgroForest_NonPasture_UsaPacNW,AllForestLand_UsaPacNW,relative-cost-logit
Canada,root,AgroForestLand_UsaCstNE,AgroForest_NonPasture_UsaCstNE,AllForestLand_UsaCstNE,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_Caribbean,AgroForest_NonPasture_Caribbean,AllForestLand_Caribbean,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_YucatanP,AgroForest_NonPasture_YucatanP,AllForestLand_YucatanP,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_GrijUsuR,AgroForest_NonPasture_GrijUsuR,AllForestLand_GrijUsuR,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_CntAmer,AgroForest_NonPasture_CntAmer,AllForestLand_CntAmer,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_SAmerCstN,AgroForest_NonPasture_SAmerCstN,AllForestLand_SAmerCstN,relative-cost-logit
Central America and Caribbean,root,AgroForestLand_ColEcuaCst,AgroForest_NonPasture_ColEcuaCst,AllForestLand_ColEcuaCst,relative-cost-logit
Central Asia,root,AgroForestLand_VolgaR,AgroForest_NonPasture_VolgaR,AllForestLand_VolgaR,relative-cost-logit
Central Asia,root,AgroForestLand_UralR,AgroForest_NonPasture_UralR,AllForestLand_UralR,relative-cost-logit
Central Asia,root,AgroForestLand_Gobi,AgroForest_NonPasture_Gobi,AllForestLand_Gobi,relative-cost-logit
Central Asia,root,AgroForestLand_AmurR,AgroForest_NonPasture_AmurR,AllForestLand_AmurR,relative-cost-logit
Central Asia,root,AgroForestLand_CaspianNE,AgroForest_NonPasture_CaspianNE,AllForestLand_CaspianNE,relative-cost-logit
Central Asia,root,AgroForestLand_BlackSeaN,AgroForest_NonPasture_BlackSeaN,AllForestLand_BlackSeaN,relative-cost-logit
Central Asia,root,AgroForestLand_YeniseiR,AgroForest_NonPasture_YeniseiR,AllForestLand_YeniseiR,relative-cost-logit
Central Asia,root,AgroForestLand_ObR,AgroForest_NonPasture_ObR,AllForestLand_ObR,relative-cost-logit
Central Asia,root,AgroForestLand_AmuDaryaR,AgroForest_NonPasture_AmuDaryaR,AllForestLand_AmuDaryaR,relative-cost-logit
Central Asia,root,AgroForestLand_LBalkash,AgroForest_NonPasture_LBalkash,AllForestLand_LBalkash,relative-cost-logit
Central Asia,root,AgroForestLand_BlackSeaS,AgroForest_NonPasture_BlackSeaS,AllForestLand_BlackSeaS,relative-cost-logit
Central Asia,root,AgroForestLand_CaspianSW,AgroForest_NonPasture_CaspianSW,AllForestLand_CaspianSW,relative-cost-logit
Central Asia,root,AgroForestLand_SyrDaryaR,AgroForest_NonPasture_SyrDaryaR,AllForestLand_SyrDaryaR,relative-cost-logit
China,root,AgroForestLand_RusCstSE,AgroForest_NonPasture_RusCstSE,AllForestLand_RusCstSE,relative-cost-logit
China,root,AgroForestLand_Gobi,AgroForest_NonPasture_Gobi,AllForestLand_Gobi,relative-cost-logit
China,root,AgroForestLand_AmurR,AgroForest_NonPasture_AmurR,AllForestLand_AmurR,relative-cost-logit
China,root,AgroForestLand_ObR,AgroForest_NonPasture_ObR,AllForestLand_ObR,relative-cost-logit
China,root,AgroForestLand_BoHai,AgroForest_NonPasture_BoHai,AllForestLand_BoHai,relative-cost-logit
China,root,AgroForestLand_LBalkash,AgroForest_NonPasture_LBalkash,AllForestLand_LBalkash,relative-cost-logit
China,root,AgroForestLand_ZiyaHe,AgroForest_NonPasture_ZiyaHe,AllForestLand_ZiyaHe,relative-cost-logit
China,root,AgroForestLand_ChinaCst,AgroForest_NonPasture_ChinaCst,AllForestLand_ChinaCst,relative-cost-logit
China,root,AgroForestLand_HuangHeR,AgroForest_NonPasture_HuangHeR,AllForestLand_HuangHeR,relative-cost-logit
China,root,AgroForestLand_Tarim,AgroForest_NonPasture_Tarim,AllForestLand_Tarim,relative-cost-logit
China,root,AgroForestLand_Taiwan,AgroForest_NonPasture_Taiwan,AllForestLand_Taiwan,relative-cost-logit
China,root,AgroForestLand_Yangtze,AgroForest_NonPasture_Yangtze,AllForestLand_Yangtze,relative-cost-logit
China,root,AgroForestLand_XunJiang,AgroForest_NonPasture_XunJiang,AllForestLand_XunJiang,relative-cost-logit
China,root,AgroForestLand_Hong,AgroForest_NonPasture_Hong,AllForestLand_Hong,relative-cost-logit
China,root,AgroForestLand_GangesR,AgroForest_NonPasture_GangesR,AllForestLand_GangesR,relative-cost-logit
China,root,AgroForestLand_SChinaSea,AgroForest_NonPasture_SChinaSea,AllForestLand_SChinaSea,relative-cost-logit
China,root,AgroForestLand_Hainan,AgroForest_NonPasture_Hainan,AllForestLand_Hainan,relative-cost-logit
China,root,AgroForestLand_Mekong,AgroForest_NonPasture_Mekong,AllForestLand_Mekong,relative-cost-logit
China,root,AgroForestLand_Salween,AgroForest_NonPasture_Salween,AllForestLand_Salween,relative-cost-logit
China,root,AgroForestLand_IrrawaddyR,AgroForest_NonPasture_IrrawaddyR,AllForestLand_IrrawaddyR,relative-cost-logit
EU-12,root,AgroForestLand_BalticSea,AgroForest_NonPasture_BalticSea,AllForestLand_BalticSea,relative-cost-logit
EU-12,root,AgroForestLand_DnkGrmCst,AgroForest_NonPasture_DnkGrmCst,AllForestLand_DnkGrmCst,relative-cost-logit
EU-12,root,AgroForestLand_NarvaR,AgroForest_NonPasture_NarvaR,AllForestLand_NarvaR,relative-cost-logit
EU-12,root,AgroForestLand_DaugavaR,AgroForest_NonPasture_DaugavaR,AllForestLand_DaugavaR,relative-cost-logit
EU-12,root,AgroForestLand_OderR,AgroForest_NonPasture_OderR,AllForestLand_OderR,relative-cost-logit
EU-12,root,AgroForestLand_WislaR,AgroForest_NonPasture_WislaR,AllForestLand_WislaR,relative-cost-logit
EU-12,root,AgroForestLand_ElbeR,AgroForest_NonPasture_ElbeR,AllForestLand_ElbeR,relative-cost-logit
EU-12,root,AgroForestLand_PolandCst,AgroForest_NonPasture_PolandCst,AllForestLand_PolandCst,relative-cost-logit
EU-12,root,AgroForestLand_NemanR,AgroForest_NonPasture_NemanR,AllForestLand_NemanR,relative-cost-logit
EU-12,root,AgroForestLand_DniesterR,AgroForest_NonPasture_DniesterR,AllForestLand_DniesterR,relative-cost-logit
EU-12,root,AgroForestLand_DanubeR,AgroForest_NonPasture_DanubeR,AllForestLand_DanubeR,relative-cost-logit
EU-12,root,AgroForestLand_AdrBlkSea,AgroForest_NonPasture_AdrBlkSea,AllForestLand_AdrBlkSea,relative-cost-logit
EU-12,root,AgroForestLand_MeditE,AgroForest_NonPasture_MeditE,AllForestLand_MeditE,relative-cost-logit
EU-15,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,AllForestLand_ScndnvN,relative-cost-logit
EU-15,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,AllForestLand_Sweden,relative-cost-logit
EU-15,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,AllForestLand_Finland,relative-cost-logit
EU-15,root,AgroForestLand_Scotland,AgroForest_NonPasture_Scotland,AllForestLand_Scotland,relative-cost-logit
EU-15,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,AllForestLand_NevaR,relative-cost-logit
EU-15,root,AgroForestLand_DnkGrmCst,AgroForest_NonPasture_DnkGrmCst,AllForestLand_DnkGrmCst,relative-cost-logit
EU-15,root,AgroForestLand_Ireland,AgroForest_NonPasture_Ireland,AllForestLand_Ireland,relative-cost-logit
EU-15,root,AgroForestLand_EngWales,AgroForest_NonPasture_EngWales,AllForestLand_EngWales,relative-cost-logit
EU-15,root,AgroForestLand_EmsWeserR,AgroForest_NonPasture_EmsWeserR,AllForestLand_EmsWeserR,relative-cost-logit
EU-15,root,AgroForestLand_OderR,AgroForest_NonPasture_OderR,AllForestLand_OderR,relative-cost-logit
EU-15,root,AgroForestLand_ElbeR,AgroForest_NonPasture_ElbeR,AllForestLand_ElbeR,relative-cost-logit
EU-15,root,AgroForestLand_RhineR,AgroForest_NonPasture_RhineR,AllForestLand_RhineR,relative-cost-logit
EU-15,root,AgroForestLand_ScheldtR,AgroForest_NonPasture_ScheldtR,AllForestLand_ScheldtR,relative-cost-logit
EU-15,root,AgroForestLand_FranceCstW,AgroForest_NonPasture_FranceCstW,AllForestLand_FranceCstW,relative-cost-logit
EU-15,root,AgroForestLand_LoireR,AgroForest_NonPasture_LoireR,AllForestLand_LoireR,relative-cost-logit
EU-15,root,AgroForestLand_SeineR,AgroForest_NonPasture_SeineR,AllForestLand_SeineR,relative-cost-logit
EU-15,root,AgroForestLand_ItalyCstE,AgroForest_NonPasture_ItalyCstE,AllForestLand_ItalyCstE,relative-cost-logit
EU-15,root,AgroForestLand_DanubeR,AgroForest_NonPasture_DanubeR,AllForestLand_DanubeR,relative-cost-logit
EU-15,root,AgroForestLand_AdrBlkSea,AgroForest_NonPasture_AdrBlkSea,AllForestLand_AdrBlkSea,relative-cost-logit
EU-15,root,AgroForestLand_PoR,AgroForest_NonPasture_PoR,AllForestLand_PoR,relative-cost-logit
EU-15,root,AgroForestLand_ItalyCstW,AgroForest_NonPasture_ItalyCstW,AllForestLand_ItalyCstW,relative-cost-logit
EU-15,root,AgroForestLand_IberiaCst,AgroForest_NonPasture_IberiaCst,AllForestLand_IberiaCst,relative-cost-logit
EU-15,root,AgroForestLand_FranceCstS,AgroForest_NonPasture_FranceCstS,AllForestLand_FranceCstS,relative-cost-logit
EU-15,root,AgroForestLand_RhoneR,AgroForest_NonPasture_RhoneR,AllForestLand_RhoneR,relative-cost-logit
EU-15,root,AgroForestLand_MeditIsl,AgroForest_NonPasture_MeditIsl,AllForestLand_MeditIsl,relative-cost-logit
EU-15,root,AgroForestLand_Gironde,AgroForest_NonPasture_Gironde,AllForestLand_Gironde,relative-cost-logit
EU-15,root,AgroForestLand_SpainCstSE,AgroForest_NonPasture_SpainCstSE,AllForestLand_SpainCstSE,relative-cost-logit
EU-15,root,AgroForestLand_TiberR,AgroForest_NonPasture_TiberR,AllForestLand_TiberR,relative-cost-logit
EU-15,root,AgroForestLand_TagusR,AgroForest_NonPasture_TagusR,AllForestLand_TagusR,relative-cost-logit
EU-15,root,AgroForestLand_EbroR,AgroForest_NonPasture_EbroR,AllForestLand_EbroR,relative-cost-logit
EU-15,root,AgroForestLand_DouroR,AgroForest_NonPasture_DouroR,AllForestLand_DouroR,relative-cost-logit
EU-15,root,AgroForestLand_GuadianaR,AgroForest_NonPasture_GuadianaR,AllForestLand_GuadianaR,relative-cost-logit
EU-15,root,AgroForestLand_GuadalqR,AgroForest_NonPasture_GuadalqR,AllForestLand_GuadalqR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,AllForestLand_NevaR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DaugavaR,AgroForest_NonPasture_DaugavaR,AllForestLand_DaugavaR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_WislaR,AgroForest_NonPasture_WislaR,AllForestLand_WislaR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_NemanR,AgroForest_NonPasture_NemanR,AllForestLand_NemanR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DnieperR,AgroForest_NonPasture_DnieperR,AllForestLand_DnieperR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_BlackSeaN,AgroForest_NonPasture_BlackSeaN,AllForestLand_BlackSeaN,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DniesterR,AgroForest_NonPasture_DniesterR,AllForestLand_DniesterR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DonR,AgroForest_NonPasture_DonR,AllForestLand_DonR,relative-cost-logit
Europe_Eastern,root,AgroForestLand_DanubeR,AgroForest_NonPasture_DanubeR,AllForestLand_DanubeR,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_DanubeR,AgroForest_NonPasture_DanubeR,AllForestLand_DanubeR,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_AdrBlkSea,AgroForest_NonPasture_AdrBlkSea,AllForestLand_AdrBlkSea,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_BlackSeaS,AgroForest_NonPasture_BlackSeaS,AllForestLand_BlackSeaS,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_CaspianSW,AgroForest_NonPasture_CaspianSW,AllForestLand_CaspianSW,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_MeditE,AgroForest_NonPasture_MeditE,AllForestLand_MeditE,relative-cost-logit
Europe_Non_EU,root,AgroForestLand_TigrEuphR,AgroForest_NonPasture_TigrEuphR,AllForestLand_TigrEuphR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,AllForestLand_ScndnvN,relative-cost-logit
European Free Trade Association,root,AgroForestLand_Iceland,AgroForest_NonPasture_Iceland,AllForestLand_Iceland,relative-cost-logit
European Free Trade Association,root,AgroForestLand_Sweden,AgroForest_NonPasture_Sweden,AllForestLand_Sweden,relative-cost-logit
European Free Trade Association,root,AgroForestLand_RhineR,AgroForest_NonPasture_RhineR,AllForestLand_RhineR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_DanubeR,AgroForest_NonPasture_DanubeR,AllForestLand_DanubeR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_PoR,AgroForest_NonPasture_PoR,AllForestLand_PoR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_RhoneR,AgroForest_NonPasture_RhoneR,AllForestLand_RhoneR,relative-cost-logit
India,root,AgroForestLand_IndusR,AgroForest_NonPasture_IndusR,AllForestLand_IndusR,relative-cost-logit
India,root,AgroForestLand_SabarmatiR,AgroForest_NonPasture_SabarmatiR,AllForestLand_SabarmatiR,relative-cost-logit
India,root,AgroForestLand_GangesR,AgroForest_NonPasture_GangesR,AllForestLand_GangesR,relative-cost-logit
India,root,AgroForestLand_MahiR,AgroForest_NonPasture_MahiR,AllForestLand_MahiR,relative-cost-logit
India,root,AgroForestLand_BengalBay,AgroForest_NonPasture_BengalBay,AllForestLand_BengalBay,relative-cost-logit
India,root,AgroForestLand_TaptiR,AgroForest_NonPasture_TaptiR,AllForestLand_TaptiR,relative-cost-logit
India,root,AgroForestLand_BengalW,AgroForest_NonPasture_BengalW,AllForestLand_BengalW,relative-cost-logit
India,root,AgroForestLand_BrahmaniR,AgroForest_NonPasture_BrahmaniR,AllForestLand_BrahmaniR,relative-cost-logit
India,root,AgroForestLand_MahanadiR,AgroForest_NonPasture_MahanadiR,AllForestLand_MahanadiR,relative-cost-logit
India,root,AgroForestLand_GodavariR,AgroForest_NonPasture_GodavariR,AllForestLand_GodavariR,relative-cost-logit
India,root,AgroForestLand_IndCstNE,AgroForest_NonPasture_IndCstNE,AllForestLand_IndCstNE,relative-cost-logit
India,root,AgroForestLand_IndCstW,AgroForest_NonPasture_IndCstW,AllForestLand_IndCstW,relative-cost-logit
India,root,AgroForestLand_IrrawaddyR,AgroForest_NonPasture_IrrawaddyR,AllForestLand_IrrawaddyR,relative-cost-logit
India,root,AgroForestLand_KrishnaR,AgroForest_NonPasture_KrishnaR,AllForestLand_KrishnaR,relative-cost-logit
India,root,AgroForestLand_IndCstE,AgroForest_NonPasture_IndCstE,AllForestLand_IndCstE,relative-cost-logit
India,root,AgroForestLand_PennarR,AgroForest_NonPasture_PennarR,AllForestLand_PennarR,relative-cost-logit
India,root,AgroForestLand_CauveryR,AgroForest_NonPasture_CauveryR,AllForestLand_CauveryR,relative-cost-logit
India,root,AgroForestLand_IndCstS,AgroForest_NonPasture_IndCstS,AllForestLand_IndCstS,relative-cost-logit
India,root,AgroForestLand_NarmadaR,AgroForest_NonPasture_NarmadaR,AllForestLand_NarmadaR,relative-cost-logit
Indonesia,root,AgroForestLand_IdnE,AgroForest_NonPasture_IdnE,AllForestLand_IdnE,relative-cost-logit
Indonesia,root,AgroForestLand_BorneoCstN,AgroForest_NonPasture_BorneoCstN,AllForestLand_BorneoCstN,relative-cost-logit
Indonesia,root,AgroForestLand_Sumatra,AgroForest_NonPasture_Sumatra,AllForestLand_Sumatra,relative-cost-logit
Indonesia,root,AgroForestLand_Sulawesi,AgroForest_NonPasture_Sulawesi,AllForestLand_Sulawesi,relative-cost-logit
Indonesia,root,AgroForestLand_Kalimantan,AgroForest_NonPasture_Kalimantan,AllForestLand_Kalimantan,relative-cost-logit
Indonesia,root,AgroForestLand_IrianJaya,AgroForest_NonPasture_IrianJaya,AllForestLand_IrianJaya,relative-cost-logit
Indonesia,root,AgroForestLand_JavaTimor,AgroForest_NonPasture_JavaTimor,AllForestLand_JavaTimor,relative-cost-logit
Indonesia,root,AgroForestLand_SepikR,AgroForest_NonPasture_SepikR,AllForestLand_SepikR,relative-cost-logit
Indonesia,root,AgroForestLand_FlyR,AgroForest_NonPasture_FlyR,AllForestLand_FlyR,relative-cost-logit
Japan,root,AgroForestLand_Japan,AgroForest_NonPasture_Japan,AllForestLand_Japan,relative-cost-logit
Japan,root,AgroForestLand_Taiwan,AgroForest_NonPasture_Taiwan,AllForestLand_Taiwan,relative-cost-logit
Mexico,root,AgroForestLand_MexBaja,AgroForest_NonPasture_MexBaja,AllForestLand_MexBaja,relative-cost-logit
Mexico,root,AgroForestLand_MexCstNW,AgroForest_NonPasture_MexCstNW,AllForestLand_MexCstNW,relative-cost-logit
Mexico,root,AgroForestLand_MexGulf,AgroForest_NonPasture_MexGulf,AllForestLand_MexGulf,relative-cost-logit
Mexico,root,AgroForestLand_YucatanP,AgroForest_NonPasture_YucatanP,AllForestLand_YucatanP,relative-cost-logit
Mexico,root,AgroForestLand_MexInt,AgroForest_NonPasture_MexInt,AllForestLand_MexInt,relative-cost-logit
Mexico,root,AgroForestLand_MexCstW,AgroForest_NonPasture_MexCstW,AllForestLand_MexCstW,relative-cost-logit
Mexico,root,AgroForestLand_Papaloapan,AgroForest_NonPasture_Papaloapan,AllForestLand_Papaloapan,relative-cost-logit
Mexico,root,AgroForestLand_RioLerma,AgroForest_NonPasture_RioLerma,AllForestLand_RioLerma,relative-cost-logit
Mexico,root,AgroForestLand_RioVerde,AgroForest_NonPasture_RioVerde,AllForestLand_RioVerde,relative-cost-logit
Mexico,root,AgroForestLand_GrijUsuR,AgroForest_NonPasture_GrijUsuR,AllForestLand_GrijUsuR,relative-cost-logit
Mexico,root,AgroForestLand_RioBalsas,AgroForest_NonPasture_RioBalsas,AllForestLand_RioBalsas,relative-cost-logit
Mexico,root,AgroForestLand_CntAmer,AgroForest_NonPasture_CntAmer,AllForestLand_CntAmer,relative-cost-logit
Mexico,root,AgroForestLand_Tehuantpc,AgroForest_NonPasture_Tehuantpc,AllForestLand_Tehuantpc,relative-cost-logit
Mexico,root,AgroForestLand_California,AgroForest_NonPasture_California,AllForestLand_California,relative-cost-logit
Mexico,root,AgroForestLand_UsaColoRS,AgroForest_NonPasture_UsaColoRS,AllForestLand_UsaColoRS,relative-cost-logit
Mexico,root,AgroForestLand_RioGrande,AgroForest_NonPasture_RioGrande,AllForestLand_RioGrande,relative-cost-logit
Middle East,root,AgroForestLand_CaspianE,AgroForest_NonPasture_CaspianE,AllForestLand_CaspianE,relative-cost-logit
Middle East,root,AgroForestLand_CaspianSW,AgroForest_NonPasture_CaspianSW,AllForestLand_CaspianSW,relative-cost-logit
Middle East,root,AgroForestLand_MeditE,AgroForest_NonPasture_MeditE,AllForestLand_MeditE,relative-cost-logit
Middle East,root,AgroForestLand_Iran,AgroForest_NonPasture_Iran,AllForestLand_Iran,relative-cost-logit
Middle East,root,AgroForestLand_TigrEuphR,AgroForest_NonPasture_TigrEuphR,AllForestLand_TigrEuphR,relative-cost-logit
Pakistan,root,AgroForestLand_IndusR,AgroForest_NonPasture_IndusR,AllForestLand_IndusR,relative-cost-logit
Russia,root,AgroForestLand_ArcticIsl,AgroForest_NonPasture_ArcticIsl,AllForestLand_ArcticIsl,relative-cost-logit
Russia,root,AgroForestLand_SiberiaN,AgroForest_NonPasture_SiberiaN,AllForestLand_SiberiaN,relative-cost-logit
Russia,root,AgroForestLand_SiberiaW,AgroForest_NonPasture_SiberiaW,AllForestLand_SiberiaW,relative-cost-logit
Russia,root,AgroForestLand_KaraSea,AgroForest_NonPasture_KaraSea,AllForestLand_KaraSea,relative-cost-logit
Russia,root,AgroForestLand_LenaR,AgroForest_NonPasture_LenaR,AllForestLand_LenaR,relative-cost-logit
Russia,root,AgroForestLand_ScndnvN,AgroForest_NonPasture_ScndnvN,AllForestLand_ScndnvN,relative-cost-logit
Russia,root,AgroForestLand_BarentsSea,AgroForest_NonPasture_BarentsSea,AllForestLand_BarentsSea,relative-cost-logit
Russia,root,AgroForestLand_Finland,AgroForest_NonPasture_Finland,AllForestLand_Finland,relative-cost-logit
Russia,root,AgroForestLand_DvinaRN,AgroForest_NonPasture_DvinaRN,AllForestLand_DvinaRN,relative-cost-logit
Russia,root,AgroForestLand_NevaR,AgroForest_NonPasture_NevaR,AllForestLand_NevaR,relative-cost-logit
Russia,root,AgroForestLand_VolgaR,AgroForest_NonPasture_VolgaR,AllForestLand_VolgaR,relative-cost-logit
Russia,root,AgroForestLand_BalticSea,AgroForest_NonPasture_BalticSea,AllForestLand_BalticSea,relative-cost-logit
Russia,root,AgroForestLand_NarvaR,AgroForest_NonPasture_NarvaR,AllForestLand_NarvaR,relative-cost-logit
Russia,root,AgroForestLand_DaugavaR,AgroForest_NonPasture_DaugavaR,AllForestLand_DaugavaR,relative-cost-logit
Russia,root,AgroForestLand_PolandCst,AgroForest_NonPasture_PolandCst,AllForestLand_PolandCst,relative-cost-logit
Russia,root,AgroForestLand_NemanR,AgroForest_NonPasture_NemanR,AllForestLand_NemanR,relative-cost-logit
Russia,root,AgroForestLand_RusCstSE,AgroForest_NonPasture_RusCstSE,AllForestLand_RusCstSE,relative-cost-logit
Russia,root,AgroForestLand_UralR,AgroForest_NonPasture_UralR,AllForestLand_UralR,relative-cost-logit
Russia,root,AgroForestLand_DnieperR,AgroForest_NonPasture_DnieperR,AllForestLand_DnieperR,relative-cost-logit
Russia,root,AgroForestLand_Gobi,AgroForest_NonPasture_Gobi,AllForestLand_Gobi,relative-cost-logit
Russia,root,AgroForestLand_AmurR,AgroForest_NonPasture_AmurR,AllForestLand_AmurR,relative-cost-logit
Russia,root,AgroForestLand_CaspianNE,AgroForest_NonPasture_CaspianNE,AllForestLand_CaspianNE,relative-cost-logit
Russia,root,AgroForestLand_BlackSeaN,AgroForest_NonPasture_BlackSeaN,AllForestLand_BlackSeaN,relative-cost-logit
Russia,root,AgroForestLand_YeniseiR,AgroForest_NonPasture_YeniseiR,AllForestLand_YeniseiR,relative-cost-logit
Russia,root,AgroForestLand_DonR,AgroForest_NonPasture_DonR,AllForestLand_DonR,relative-cost-logit
Russia,root,AgroForestLand_ObR,AgroForest_NonPasture_ObR,AllForestLand_ObR,relative-cost-logit
Russia,root,AgroForestLand_BlackSeaS,AgroForest_NonPasture_BlackSeaS,AllForestLand_BlackSeaS,relative-cost-logit
Russia,root,AgroForestLand_CaspianSW,AgroForest_NonPasture_CaspianSW,AllForestLand_CaspianSW,relative-cost-logit
Russia,root,AgroForestLand_SyrDaryaR,AgroForest_NonPasture_SyrDaryaR,AllForestLand_SyrDaryaR,relative-cost-logit
South Africa,root,AgroForestLand_OrangeR,AgroForest_NonPasture_OrangeR,AllForestLand_OrangeR,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstS,AgroForest_NonPasture_AfrCstS,AllForestLand_AfrCstS,relative-cost-logit
South Africa,root,AgroForestLand_LimpopoR,AgroForest_NonPasture_LimpopoR,AllForestLand_LimpopoR,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstSSW,AgroForest_NonPasture_AfrCstSSW,AllForestLand_AfrCstSSW,relative-cost-logit
South America_Northern,root,AgroForestLand_SAmerCstN,AgroForest_NonPasture_SAmerCstN,AllForestLand_SAmerCstN,relative-cost-logit
South America_Northern,root,AgroForestLand_OrinocoR,AgroForest_NonPasture_OrinocoR,AllForestLand_OrinocoR,relative-cost-logit
South America_Northern,root,AgroForestLand_SAmerCstNE,AgroForest_NonPasture_SAmerCstNE,AllForestLand_SAmerCstNE,relative-cost-logit
South America_Northern,root,AgroForestLand_MagdalenaR,AgroForest_NonPasture_MagdalenaR,AllForestLand_MagdalenaR,relative-cost-logit
South America_Northern,root,AgroForestLand_AmazonR,AgroForest_NonPasture_AmazonR,AllForestLand_AmazonR,relative-cost-logit
South America_Southern,root,AgroForestLand_ColEcuaCst,AgroForest_NonPasture_ColEcuaCst,AllForestLand_ColEcuaCst,relative-cost-logit
South America_Southern,root,AgroForestLand_AmazonR,AgroForest_NonPasture_AmazonR,AllForestLand_AmazonR,relative-cost-logit
South America_Southern,root,AgroForestLand_ChileCstS,AgroForest_NonPasture_ChileCstS,AllForestLand_ChileCstS,relative-cost-logit
South America_Southern,root,AgroForestLand_PeruCst,AgroForest_NonPasture_PeruCst,AllForestLand_PeruCst,relative-cost-logit
South America_Southern,root,AgroForestLand_LaPuna,AgroForest_NonPasture_LaPuna,AllForestLand_LaPuna,relative-cost-logit
South America_Southern,root,AgroForestLand_RioLaPlata,AgroForest_NonPasture_RioLaPlata,AllForestLand_RioLaPlata,relative-cost-logit
South America_Southern,root,AgroForestLand_ChileCstN,AgroForest_NonPasture_ChileCstN,AllForestLand_ChileCstN,relative-cost-logit
South America_Southern,root,AgroForestLand_NegroR,AgroForest_NonPasture_NegroR,AllForestLand_NegroR,relative-cost-logit
South America_Southern,root,AgroForestLand_ArgCstS,AgroForest_NonPasture_ArgCstS,AllForestLand_ArgCstS,relative-cost-logit
South Asia,root,AgroForestLand_AmuDaryaR,AgroForest_NonPasture_AmuDaryaR,AllForestLand_AmuDaryaR,relative-cost-logit
South Asia,root,AgroForestLand_GangesR,AgroForest_NonPasture_GangesR,AllForestLand_GangesR,relative-cost-logit
South Asia,root,AgroForestLand_BengalBay,AgroForest_NonPasture_BengalBay,AllForestLand_BengalBay,relative-cost-logit
South Asia,root,AgroForestLand_SriLanka,AgroForest_NonPasture_SriLanka,AllForestLand_SriLanka,relative-cost-logit
South Korea,root,AgroForestLand_Korea,AgroForest_NonPasture_Korea,AllForestLand_Korea,relative-cost-logit
Southeast Asia,root,AgroForestLand_RusCstSE,AgroForest_NonPasture_RusCstSE,AllForestLand_RusCstSE,relative-cost-logit
Southeast Asia,root,AgroForestLand_Korea,AgroForest_NonPasture_Korea,AllForestLand_Korea,relative-cost-logit
Southeast Asia,root,AgroForestLand_BoHai,AgroForest_NonPasture_BoHai,AllForestLand_BoHai,relative-cost-logit
Southeast Asia,root,AgroForestLand_XunJiang,AgroForest_NonPasture_XunJiang,AllForestLand_XunJiang,relative-cost-logit
Southeast Asia,root,AgroForestLand_Hong,AgroForest_NonPasture_Hong,AllForestLand_Hong,relative-cost-logit
