INPUT_TABLE
Variable ID
SubsectorLogit_relative-cost-logit

region,supplysector,subsector,logit.type
USA,FodderHerb_Residue,FodderHerb,relative-cost-logit
USA,FodderHerb_Residue,Residue,relative-cost-logit
USA,Pasture_FodderGrass,Pasture,relative-cost-logit
USA,Pasture_FodderGrass,FodderGrass,relative-cost-logit
USA,FeedCrops,Corn,relative-cost-logit
USA,FeedCrops,FiberCrop,relative-cost-logit
USA,FeedCrops,MiscCrop,relative-cost-logit
USA,FeedCrops,OilCrop,relative-cost-logit
USA,FeedCrops,OtherGrain,relative-cost-logit
USA,FeedCrops,PalmFruit,relative-cost-logit
USA,FeedCrops,Rice,relative-cost-logit
USA,FeedCrops,Root_Tuber,relative-cost-logit
USA,FeedCrops,SugarCrop,relative-cost-logit
USA,FeedCrops,Wheat,relative-cost-logit
USA,FeedCrops,DDGS and feedcakes,relative-cost-logit
USA,Scavenging_Other,Scavenging_Other,relative-cost-logit
Africa_Eastern,FodderHerb_Residue,FodderHerb,relative-cost-logit
Africa_Eastern,FodderHerb_Residue,Residue,relative-cost-logit
Africa_Eastern,Pasture_FodderGrass,Pasture,relative-cost-logit
Africa_Eastern,Pasture_FodderGrass,FodderGrass,relative-cost-logit
Africa_Eastern,FeedCrops,Corn,relative-cost-logit
Africa_Eastern,FeedCrops,FiberCrop,relative-cost-logit
Africa_Eastern,FeedCrops,MiscCrop,relative-cost-logit
Africa_Eastern,FeedCrops,OilCrop,relative-cost-logit
Africa_Eastern,FeedCrops,OtherGrain,relative-cost-logit
Africa_Eastern,FeedCrops,PalmFruit,relative-cost-logit
Africa_Eastern,FeedCrops,Rice,relative-cost-logit
Africa_Eastern,FeedCrops,Root_Tuber,relative-cost-logit
Africa_Eastern,FeedCrops,SugarCrop,relative-cost-logit
Africa_Eastern,FeedCrops,Wheat,relative-cost-logit
Africa_Eastern,Scavenging_Other,Scavenging_Other,relative-cost-logit
Africa_Northern,FodderHerb_Residue,FodderHerb,relative-cost-logit
Africa_Northern,FodderHerb_Residue,Residue,relative-cost-logit
Africa_Northern,Pasture_FodderGrass,Pasture,relative-cost-logit
Africa_Northern,Pasture_FodderGrass,FodderGrass,relative-cost-logit
Africa_Northern,FeedCrops,Corn,relative-cost-logit
Africa_Northern,FeedCrops,FiberCrop,relative-cost-logit
Africa_Northern,FeedCrops,MiscCrop,relative-cost-logit
Africa_Northern,FeedCrops,OilCrop,relative-cost-logit
Africa_Northern,FeedCrops,OtherGrain,relative-cost-logit
Africa_Northern,FeedCrops,PalmFruit,relative-cost-logit
Africa_Northern,FeedCrops,Rice,relative-cost-logit
Africa_Northern,FeedCrops,Root_Tuber,relative-cost-logit
Africa_Northern,FeedCrops,SugarCrop,relative-cost-logit
Africa_Northern,FeedCrops,Wheat,relative-cost-logit
Africa_Northern,Scavenging_Other,Scavenging_Other,relative-cost-logit
Africa_Southern,FodderHerb_Residue,FodderHerb,relative-cost-logit
Africa_Southern,FodderHerb_Residue,Residue,relative-cost-logit
Africa_Southern,Pasture_FodderGrass,Pasture,relative-cost-logit
Africa_Southern,Pasture_FodderGrass,FodderGrass,relative-cost-logit
Africa_Southern,FeedCrops,Corn,relative-cost-logit
Africa_Southern,FeedCrops,FiberCrop,relative-cost-logit
Africa_Southern,FeedCrops,MiscCrop,relative-cost-logit
Africa_Southern,FeedCrops,OilCrop,relative-cost-logit
Africa_Southern,FeedCrops,OtherGrain,relative-cost-logit
Africa_Southern,FeedCrops,PalmFruit,relative-cost-logit
Africa_Southern,FeedCrops,Rice,relative-cost-logit
Africa_Southern,FeedCrops,Root_Tuber,relative-cost-logit
Africa_Southern,FeedCrops,SugarCrop,relative-cost-logit
Africa_Southern,FeedCrops,Wheat,relative-cost-logit
Africa_Southern,Scavenging_Other,Scavenging_Other,relative-cost-logit
Africa_Western,FodderHerb_Residue,FodderHerb,relative-cost-logit
Africa_Western,FodderHerb_Residue,Residue,relative-cost-logit
Africa_Western,Pasture_FodderGrass,Pasture,relative-cost-logit
Africa_Western,Pasture_FodderGrass,FodderGrass,relative-cost-logit
Africa_Western,FeedCrops,Corn,relative-cost-logit
Africa_Western,FeedCrops,FiberCrop,relative-cost-logit
Africa_Western,FeedCrops,MiscCrop,relative-cost-logit
Africa_Western,FeedCrops,OilCrop,relative-cost-logit
Africa_Western,FeedCrops,OtherGrain,relative-cost-logit
Africa_Western,FeedCrops,PalmFruit,relative-cost-logit
