INPUT_TABLE
Variable ID
AgSupplySubsector_relative-cost-logit

region,AgSupplySector,AgSupplySubsector,logit.type
Australia_NZ,Wheat,Wheat_AusCstN,relative-cost-logit
Australia_NZ,biomass,biomass_grass_AusCstS,relative-cost-logit
Australia_NZ,biomass,biomass_tree_AusCstS,relative-cost-logit
Australia_NZ,Corn,Corn_AusCstS,relative-cost-logit
Australia_NZ,FodderGrass,FodderGrass_AusCstS,relative-cost-logit
Australia_NZ,FodderHerb,FodderHerb_AusCstS,relative-cost-logit
Australia_NZ,Forest,Forest_AusCstS,relative-cost-logit
Australia_NZ,MiscCrop,MiscCrop_AusCstS,relative-cost-logit
Australia_NZ,OilCrop,OilCrop_AusCstS,relative-cost-logit
Australia_NZ,OtherGrain,OtherGrain_AusCstS,relative-cost-logit
Australia_NZ,Pasture,Pasture_AusCstS,relative-cost-logit
Australia_NZ,Root_Tuber,Root_Tuber_AusCstS,relative-cost-logit
Australia_NZ,Wheat,Wheat_AusCstS,relative-cost-logit
Australia_NZ,biomass,biomass_grass_AusCstW,relative-cost-logit
Australia_NZ,biomass,biomass_tree_AusCstW,relative-cost-logit
Australia_NZ,Corn,Corn_AusCstW,relative-cost-logit
Australia_NZ,FodderGrass,FodderGrass_AusCstW,relative-cost-logit
Australia_NZ,FodderHerb,FodderHerb_AusCstW,relative-cost-logit
Australia_NZ,Forest,Forest_AusCstW,relative-cost-logit
Australia_NZ,MiscCrop,MiscCrop_AusCstW,relative-cost-logit
Australia_NZ,OilCrop,OilCrop_AusCstW,relative-cost-logit
Australia_NZ,OtherGrain,OtherGrain_AusCstW,relative-cost-logit
Australia_NZ,Pasture,Pasture_AusCstW,relative-cost-logit
Australia_NZ,Root_Tuber,Root_Tuber_AusCstW,relative-cost-logit
Australia_NZ,Wheat,Wheat_AusCstW,relative-cost-logit
Australia_NZ,biomass,biomass_grass_AusInt,relative-cost-logit
Australia_NZ,biomass,biomass_tree_AusInt,relative-cost-logit
Australia_NZ,Corn,Corn_AusInt,relative-cost-logit
Australia_NZ,FiberCrop,FiberCrop_AusInt,relative-cost-logit
Australia_NZ,FodderGrass,FodderGrass_AusInt,relative-cost-logit
Australia_NZ,FodderHerb,FodderHerb_AusInt,relative-cost-logit
Australia_NZ,Forest,Forest_AusInt,relative-cost-logit
Australia_NZ,MiscCrop,MiscCrop_AusInt,relative-cost-logit
Australia_NZ,OilCrop,OilCrop_AusInt,relative-cost-logit
Australia_NZ,OtherGrain,OtherGrain_AusInt,relative-cost-logit
Australia_NZ,Pasture,Pasture_AusInt,relative-cost-logit
Australia_NZ,Root_Tuber,Root_Tuber_AusInt,relative-cost-logit
Australia_NZ,SugarCrop,SugarCrop_AusInt,relative-cost-logit
Australia_NZ,Wheat,Wheat_AusInt,relative-cost-logit
Australia_NZ,biomass,biomass_grass_MurrayDrlg,relative-cost-logit
Australia_NZ,biomass,biomass_tree_MurrayDrlg,relative-cost-logit
Australia_NZ,Corn,Corn_MurrayDrlg,relative-cost-logit
Australia_NZ,FiberCrop,FiberCrop_MurrayDrlg,relative-cost-logit
Australia_NZ,FodderGrass,FodderGrass_MurrayDrlg,relative-cost-logit
Australia_NZ,FodderHerb,FodderHerb_MurrayDrlg,relative-cost-logit
Australia_NZ,Forest,Forest_MurrayDrlg,relative-cost-logit
Australia_NZ,MiscCrop,MiscCrop_MurrayDrlg,relative-cost-logit
Australia_NZ,OilCrop,OilCrop_MurrayDrlg,relative-cost-logit
Australia_NZ,OtherGrain,OtherGrain_MurrayDrlg,relative-cost-logit
Australia_NZ,Pasture,Pasture_MurrayDrlg,relative-cost-logit
Australia_NZ,Rice,Rice_MurrayDrlg,relative-cost-logit
Australia_NZ,Root_Tuber,Root_Tuber_MurrayDrlg,relative-cost-logit
Australia_NZ,SugarCrop,SugarCrop_MurrayDrlg,relative-cost-logit
Australia_NZ,Wheat,Wheat_MurrayDrlg,relative-cost-logit
Australia_NZ,biomass,biomass_grass_NewZealand,relative-cost-logit
Australia_NZ,biomass,biomass_tree_NewZealand,relative-cost-logit
Australia_NZ,Corn,Corn_NewZealand,relative-cost-logit
Australia_NZ,FiberCrop,FiberCrop_NewZealand,relative-cost-logit
Australia_NZ,FodderGrass,FodderGrass_NewZealand,relative-cost-logit
Australia_NZ,FodderHerb,FodderHerb_NewZealand,relative-cost-logit
Australia_NZ,Forest,Forest_NewZealand,relative-cost-logit
Australia_NZ,MiscCrop,MiscCrop_NewZealand,relative-cost-logit
Australia_NZ,OilCrop,OilCrop_NewZealand,relative-cost-logit
Australia_NZ,OtherGrain,OtherGrain_NewZealand,relative-cost-logit
Australia_NZ,Pasture,Pasture_NewZealand,relative-cost-logit
Australia_NZ,Root_Tuber,Root_Tuber_NewZealand,relative-cost-logit
Australia_NZ,Wheat,Wheat_NewZealand,relative-cost-logit
Australia_NZ,biomass,biomass_grass_Tasmania,relative-cost-logit
Australia_NZ,biomass,biomass_tree_Tasmania,relative-cost-logit
Australia_NZ,Corn,Corn_Tasmania,relative-cost-logit
Australia_NZ,FodderGrass,FodderGrass_Tasmania,relative-cost-logit
Australia_NZ,FodderHerb,FodderHerb_Tasmania,relative-cost-logit
Australia_NZ,Forest,Forest_Tasmania,relative-cost-logit
Australia_NZ,MiscCrop,MiscCrop_Tasmania,relative-cost-logit
Australia_NZ,OilCrop,OilCrop_Tasmania,relative-cost-logit
Australia_NZ,OtherGrain,OtherGrain_Tasmania,relative-cost-logit
Australia_NZ,Pasture,Pasture_Tasmania,relative-cost-logit
Australia_NZ,Root_Tuber,Root_Tuber_Tasmania,relative-cost-logit
Australia_NZ,Wheat,Wheat_Tasmania,relative-cost-logit
Brazil,biomass,biomass_grass_AmazonR,relative-cost-logit
Brazil,biomass,biomass_tree_AmazonR,relative-cost-logit
Brazil,Corn,Corn_AmazonR,relative-cost-logit
Brazil,FiberCrop,FiberCrop_AmazonR,relative-cost-logit
Brazil,Forest,Forest_AmazonR,relative-cost-logit
Brazil,MiscCrop,MiscCrop_AmazonR,relative-cost-logit
Brazil,OilCrop,OilCrop_AmazonR,relative-cost-logit
Brazil,OtherGrain,OtherGrain_AmazonR,relative-cost-logit
Brazil,PalmFruit,PalmFruit_AmazonR,relative-cost-logit
Brazil,Pasture,Pasture_AmazonR,relative-cost-logit
Brazil,Rice,Rice_AmazonR,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_AmazonR,relative-cost-logit
Brazil,SugarCrop,SugarCrop_AmazonR,relative-cost-logit
Brazil,Wheat,Wheat_AmazonR,relative-cost-logit
Brazil,biomass,biomass_grass_BrzCstE,relative-cost-logit
Brazil,biomass,biomass_tree_BrzCstE,relative-cost-logit
Brazil,Corn,Corn_BrzCstE,relative-cost-logit
Brazil,FiberCrop,FiberCrop_BrzCstE,relative-cost-logit
Brazil,Forest,Forest_BrzCstE,relative-cost-logit
Brazil,MiscCrop,MiscCrop_BrzCstE,relative-cost-logit
Brazil,OilCrop,OilCrop_BrzCstE,relative-cost-logit
Brazil,OtherGrain,OtherGrain_BrzCstE,relative-cost-logit
Brazil,PalmFruit,PalmFruit_BrzCstE,relative-cost-logit
Brazil,Pasture,Pasture_BrzCstE,relative-cost-logit
Brazil,Rice,Rice_BrzCstE,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_BrzCstE,relative-cost-logit
Brazil,SugarCrop,SugarCrop_BrzCstE,relative-cost-logit
Brazil,biomass,biomass_grass_BrzCstN,relative-cost-logit
Brazil,biomass,biomass_tree_BrzCstN,relative-cost-logit
Brazil,Corn,Corn_BrzCstN,relative-cost-logit
Brazil,FiberCrop,FiberCrop_BrzCstN,relative-cost-logit
Brazil,Forest,Forest_BrzCstN,relative-cost-logit
Brazil,MiscCrop,MiscCrop_BrzCstN,relative-cost-logit
Brazil,OilCrop,OilCrop_BrzCstN,relative-cost-logit
Brazil,OtherGrain,OtherGrain_BrzCstN,relative-cost-logit
Brazil,PalmFruit,PalmFruit_BrzCstN,relative-cost-logit
Brazil,Pasture,Pasture_BrzCstN,relative-cost-logit
Brazil,Rice,Rice_BrzCstN,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_BrzCstN,relative-cost-logit
Brazil,SugarCrop,SugarCrop_BrzCstN,relative-cost-logit
Brazil,biomass,biomass_grass_BrzCstS,relative-cost-logit
Brazil,biomass,biomass_tree_BrzCstS,relative-cost-logit
Brazil,Corn,Corn_BrzCstS,relative-cost-logit
Brazil,FiberCrop,FiberCrop_BrzCstS,relative-cost-logit
Brazil,Forest,Forest_BrzCstS,relative-cost-logit
Brazil,MiscCrop,MiscCrop_BrzCstS,relative-cost-logit
Brazil,OilCrop,OilCrop_BrzCstS,relative-cost-logit
Brazil,OtherGrain,OtherGrain_BrzCstS,relative-cost-logit
Brazil,PalmFruit,PalmFruit_BrzCstS,relative-cost-logit
Brazil,Pasture,Pasture_BrzCstS,relative-cost-logit
Brazil,Rice,Rice_BrzCstS,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_BrzCstS,relative-cost-logit
Brazil,SugarCrop,SugarCrop_BrzCstS,relative-cost-logit
Brazil,Wheat,Wheat_BrzCstS,relative-cost-logit
Brazil,biomass,biomass_tree_OrinocoR,relative-cost-logit
Brazil,Forest,Forest_OrinocoR,relative-cost-logit
Brazil,Pasture,Pasture_OrinocoR,relative-cost-logit
Brazil,biomass,biomass_grass_ParnaibaR,relative-cost-logit
Brazil,biomass,biomass_tree_ParnaibaR,relative-cost-logit
Brazil,Corn,Corn_ParnaibaR,relative-cost-logit
Brazil,FiberCrop,FiberCrop_ParnaibaR,relative-cost-logit
Brazil,Forest,Forest_ParnaibaR,relative-cost-logit
Brazil,MiscCrop,MiscCrop_ParnaibaR,relative-cost-logit
Brazil,OilCrop,OilCrop_ParnaibaR,relative-cost-logit
Brazil,OtherGrain,OtherGrain_ParnaibaR,relative-cost-logit
Brazil,PalmFruit,PalmFruit_ParnaibaR,relative-cost-logit
Brazil,Pasture,Pasture_ParnaibaR,relative-cost-logit
Brazil,Rice,Rice_ParnaibaR,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_ParnaibaR,relative-cost-logit
Brazil,SugarCrop,SugarCrop_ParnaibaR,relative-cost-logit
Brazil,biomass,biomass_grass_RioLaPlata,relative-cost-logit
Brazil,biomass,biomass_tree_RioLaPlata,relative-cost-logit
Brazil,Corn,Corn_RioLaPlata,relative-cost-logit
Brazil,FiberCrop,FiberCrop_RioLaPlata,relative-cost-logit
Brazil,Forest,Forest_RioLaPlata,relative-cost-logit
Brazil,MiscCrop,MiscCrop_RioLaPlata,relative-cost-logit
Brazil,OilCrop,OilCrop_RioLaPlata,relative-cost-logit
Brazil,OtherGrain,OtherGrain_RioLaPlata,relative-cost-logit
Brazil,PalmFruit,PalmFruit_RioLaPlata,relative-cost-logit
Brazil,Pasture,Pasture_RioLaPlata,relative-cost-logit
Brazil,Rice,Rice_RioLaPlata,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_RioLaPlata,relative-cost-logit
Brazil,SugarCrop,SugarCrop_RioLaPlata,relative-cost-logit
Brazil,Wheat,Wheat_RioLaPlata,relative-cost-logit
Brazil,biomass,biomass_grass_SAmerCstNE,relative-cost-logit
Brazil,biomass,biomass_tree_SAmerCstNE,relative-cost-logit
Brazil,Corn,Corn_SAmerCstNE,relative-cost-logit
Brazil,Forest,Forest_SAmerCstNE,relative-cost-logit
Brazil,MiscCrop,MiscCrop_SAmerCstNE,relative-cost-logit
Brazil,OilCrop,OilCrop_SAmerCstNE,relative-cost-logit
Brazil,OtherGrain,OtherGrain_SAmerCstNE,relative-cost-logit
Brazil,PalmFruit,PalmFruit_SAmerCstNE,relative-cost-logit
Brazil,Pasture,Pasture_SAmerCstNE,relative-cost-logit
Brazil,Rice,Rice_SAmerCstNE,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_SAmerCstNE,relative-cost-logit
Brazil,SugarCrop,SugarCrop_SAmerCstNE,relative-cost-logit
Brazil,biomass,biomass_grass_SaoFrancR,relative-cost-logit
Brazil,biomass,biomass_tree_SaoFrancR,relative-cost-logit
Brazil,Corn,Corn_SaoFrancR,relative-cost-logit
Brazil,FiberCrop,FiberCrop_SaoFrancR,relative-cost-logit
Brazil,Forest,Forest_SaoFrancR,relative-cost-logit
Brazil,MiscCrop,MiscCrop_SaoFrancR,relative-cost-logit
Brazil,OilCrop,OilCrop_SaoFrancR,relative-cost-logit
Brazil,OtherGrain,OtherGrain_SaoFrancR,relative-cost-logit
Brazil,PalmFruit,PalmFruit_SaoFrancR,relative-cost-logit
Brazil,Pasture,Pasture_SaoFrancR,relative-cost-logit
Brazil,Rice,Rice_SaoFrancR,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_SaoFrancR,relative-cost-logit
Brazil,SugarCrop,SugarCrop_SaoFrancR,relative-cost-logit
Brazil,Wheat,Wheat_SaoFrancR,relative-cost-logit
Brazil,biomass,biomass_grass_TocantinsR,relative-cost-logit
Brazil,biomass,biomass_tree_TocantinsR,relative-cost-logit
Brazil,Corn,Corn_TocantinsR,relative-cost-logit
Brazil,FiberCrop,FiberCrop_TocantinsR,relative-cost-logit
Brazil,Forest,Forest_TocantinsR,relative-cost-logit
Brazil,MiscCrop,MiscCrop_TocantinsR,relative-cost-logit
Brazil,OilCrop,OilCrop_TocantinsR,relative-cost-logit
Brazil,OtherGrain,OtherGrain_TocantinsR,relative-cost-logit
Brazil,PalmFruit,PalmFruit_TocantinsR,relative-cost-logit
Brazil,Pasture,Pasture_TocantinsR,relative-cost-logit
Brazil,Rice,Rice_TocantinsR,relative-cost-logit
Brazil,Root_Tuber,Root_Tuber_TocantinsR,relative-cost-logit
Brazil,SugarCrop,SugarCrop_TocantinsR,relative-cost-logit
Brazil,Wheat,Wheat_TocantinsR,relative-cost-logit
Canada,biomass,biomass_grass_CanAtl,relative-cost-logit
Canada,biomass,biomass_tree_CanAtl,relative-cost-logit
Canada,Corn,Corn_CanAtl,relative-cost-logit
Canada,FiberCrop,FiberCrop_CanAtl,relative-cost-logit
Canada,FodderGrass,FodderGrass_CanAtl,relative-cost-logit
Canada,FodderHerb,FodderHerb_CanAtl,relative-cost-logit
Canada,Forest,Forest_CanAtl,relative-cost-logit
Canada,MiscCrop,MiscCrop_CanAtl,relative-cost-logit
Canada,OilCrop,OilCrop_CanAtl,relative-cost-logit
Canada,OtherGrain,OtherGrain_CanAtl,relative-cost-logit
Canada,Pasture,Pasture_CanAtl,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_CanAtl,relative-cost-logit
Canada,Wheat,Wheat_CanAtl,relative-cost-logit
Canada,biomass,biomass_tree_ChurchillR,relative-cost-logit
Canada,Forest,Forest_ChurchillR,relative-cost-logit
Canada,Pasture,Pasture_ChurchillR,relative-cost-logit
Canada,biomass,biomass_grass_FraserR,relative-cost-logit
Canada,biomass,biomass_tree_FraserR,relative-cost-logit
Canada,Corn,Corn_FraserR,relative-cost-logit
Canada,FiberCrop,FiberCrop_FraserR,relative-cost-logit
Canada,FodderGrass,FodderGrass_FraserR,relative-cost-logit
Canada,FodderHerb,FodderHerb_FraserR,relative-cost-logit
Canada,Forest,Forest_FraserR,relative-cost-logit
Canada,MiscCrop,MiscCrop_FraserR,relative-cost-logit
Canada,OilCrop,OilCrop_FraserR,relative-cost-logit
Canada,OtherGrain,OtherGrain_FraserR,relative-cost-logit
Canada,Pasture,Pasture_FraserR,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_FraserR,relative-cost-logit
Canada,Wheat,Wheat_FraserR,relative-cost-logit
Canada,biomass,biomass_grass_GreatLakes,relative-cost-logit
Canada,biomass,biomass_tree_GreatLakes,relative-cost-logit
Canada,Corn,Corn_GreatLakes,relative-cost-logit
Canada,FiberCrop,FiberCrop_GreatLakes,relative-cost-logit
Canada,FodderGrass,FodderGrass_GreatLakes,relative-cost-logit
Canada,FodderHerb,FodderHerb_GreatLakes,relative-cost-logit
Canada,Forest,Forest_GreatLakes,relative-cost-logit
Canada,MiscCrop,MiscCrop_GreatLakes,relative-cost-logit
Canada,OilCrop,OilCrop_GreatLakes,relative-cost-logit
Canada,OtherGrain,OtherGrain_GreatLakes,relative-cost-logit
Canada,Pasture,Pasture_GreatLakes,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_GreatLakes,relative-cost-logit
Canada,SugarCrop,SugarCrop_GreatLakes,relative-cost-logit
Canada,Wheat,Wheat_GreatLakes,relative-cost-logit
Canada,biomass,biomass_grass_HudsonBay,relative-cost-logit
Canada,biomass,biomass_tree_HudsonBay,relative-cost-logit
Canada,Corn,Corn_HudsonBay,relative-cost-logit
Canada,FiberCrop,FiberCrop_HudsonBay,relative-cost-logit
Canada,FodderGrass,FodderGrass_HudsonBay,relative-cost-logit
Canada,FodderHerb,FodderHerb_HudsonBay,relative-cost-logit
Canada,Forest,Forest_HudsonBay,relative-cost-logit
Canada,MiscCrop,MiscCrop_HudsonBay,relative-cost-logit
Canada,OilCrop,OilCrop_HudsonBay,relative-cost-logit
Canada,OtherGrain,OtherGrain_HudsonBay,relative-cost-logit
Canada,Pasture,Pasture_HudsonBay,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_HudsonBay,relative-cost-logit
Canada,Wheat,Wheat_HudsonBay,relative-cost-logit
Canada,biomass,biomass_grass_Mackenzie,relative-cost-logit
Canada,biomass,biomass_tree_Mackenzie,relative-cost-logit
Canada,Corn,Corn_Mackenzie,relative-cost-logit
Canada,FiberCrop,FiberCrop_Mackenzie,relative-cost-logit
Canada,FodderGrass,FodderGrass_Mackenzie,relative-cost-logit
Canada,FodderHerb,FodderHerb_Mackenzie,relative-cost-logit
Canada,Forest,Forest_Mackenzie,relative-cost-logit
Canada,MiscCrop,MiscCrop_Mackenzie,relative-cost-logit
Canada,OilCrop,OilCrop_Mackenzie,relative-cost-logit
Canada,OtherGrain,OtherGrain_Mackenzie,relative-cost-logit
Canada,Pasture,Pasture_Mackenzie,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_Mackenzie,relative-cost-logit
Canada,SugarCrop,SugarCrop_Mackenzie,relative-cost-logit
Canada,Wheat,Wheat_Mackenzie,relative-cost-logit
Canada,biomass,biomass_grass_MissouriR,relative-cost-logit
Canada,biomass,biomass_tree_MissouriR,relative-cost-logit
Canada,Corn,Corn_MissouriR,relative-cost-logit
Canada,FiberCrop,FiberCrop_MissouriR,relative-cost-logit
Canada,FodderGrass,FodderGrass_MissouriR,relative-cost-logit
Canada,FodderHerb,FodderHerb_MissouriR,relative-cost-logit
Canada,Forest,Forest_MissouriR,relative-cost-logit
Canada,MiscCrop,MiscCrop_MissouriR,relative-cost-logit
Canada,OilCrop,OilCrop_MissouriR,relative-cost-logit
Canada,OtherGrain,OtherGrain_MissouriR,relative-cost-logit
Canada,Pasture,Pasture_MissouriR,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_MissouriR,relative-cost-logit
Canada,SugarCrop,SugarCrop_MissouriR,relative-cost-logit
Canada,Wheat,Wheat_MissouriR,relative-cost-logit
Canada,biomass,biomass_grass_NelsonR,relative-cost-logit
Canada,biomass,biomass_tree_NelsonR,relative-cost-logit
Canada,Corn,Corn_NelsonR,relative-cost-logit
Canada,FiberCrop,FiberCrop_NelsonR,relative-cost-logit
Canada,FodderGrass,FodderGrass_NelsonR,relative-cost-logit
Canada,FodderHerb,FodderHerb_NelsonR,relative-cost-logit
Canada,Forest,Forest_NelsonR,relative-cost-logit
Canada,MiscCrop,MiscCrop_NelsonR,relative-cost-logit
Canada,OilCrop,OilCrop_NelsonR,relative-cost-logit
Canada,OtherGrain,OtherGrain_NelsonR,relative-cost-logit
Canada,Pasture,Pasture_NelsonR,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_NelsonR,relative-cost-logit
Canada,SugarCrop,SugarCrop_NelsonR,relative-cost-logit
Canada,Wheat,Wheat_NelsonR,relative-cost-logit
Canada,biomass,biomass_grass_NWTerr,relative-cost-logit
Canada,biomass,biomass_tree_NWTerr,relative-cost-logit
Canada,Corn,Corn_NWTerr,relative-cost-logit
Canada,FiberCrop,FiberCrop_NWTerr,relative-cost-logit
Canada,FodderGrass,FodderGrass_NWTerr,relative-cost-logit
Canada,FodderHerb,FodderHerb_NWTerr,relative-cost-logit
Canada,Forest,Forest_NWTerr,relative-cost-logit
Canada,MiscCrop,MiscCrop_NWTerr,relative-cost-logit
Canada,OilCrop,OilCrop_NWTerr,relative-cost-logit
Canada,OtherGrain,OtherGrain_NWTerr,relative-cost-logit
Canada,Pasture,Pasture_NWTerr,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_NWTerr,relative-cost-logit
Canada,SugarCrop,SugarCrop_NWTerr,relative-cost-logit
Canada,Wheat,Wheat_NWTerr,relative-cost-logit
Canada,biomass,biomass_grass_PacArctic,relative-cost-logit
Canada,biomass,biomass_tree_PacArctic,relative-cost-logit
Canada,Corn,Corn_PacArctic,relative-cost-logit
Canada,FiberCrop,FiberCrop_PacArctic,relative-cost-logit
Canada,FodderGrass,FodderGrass_PacArctic,relative-cost-logit
Canada,FodderHerb,FodderHerb_PacArctic,relative-cost-logit
Canada,Forest,Forest_PacArctic,relative-cost-logit
Canada,MiscCrop,MiscCrop_PacArctic,relative-cost-logit
Canada,OilCrop,OilCrop_PacArctic,relative-cost-logit
Canada,OtherGrain,OtherGrain_PacArctic,relative-cost-logit
Canada,Pasture,Pasture_PacArctic,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_PacArctic,relative-cost-logit
Canada,biomass,biomass_grass_StLwrncR,relative-cost-logit
Canada,biomass,biomass_tree_StLwrncR,relative-cost-logit
Canada,Corn,Corn_StLwrncR,relative-cost-logit
Canada,FiberCrop,FiberCrop_StLwrncR,relative-cost-logit
Canada,FodderGrass,FodderGrass_StLwrncR,relative-cost-logit
Canada,FodderHerb,FodderHerb_StLwrncR,relative-cost-logit
Canada,Forest,Forest_StLwrncR,relative-cost-logit
Canada,MiscCrop,MiscCrop_StLwrncR,relative-cost-logit
Canada,OilCrop,OilCrop_StLwrncR,relative-cost-logit
Canada,OtherGrain,OtherGrain_StLwrncR,relative-cost-logit
Canada,Pasture,Pasture_StLwrncR,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_StLwrncR,relative-cost-logit
Canada,Wheat,Wheat_StLwrncR,relative-cost-logit
Canada,biomass,biomass_grass_UsaCstNE,relative-cost-logit
Canada,biomass,biomass_tree_UsaCstNE,relative-cost-logit
Canada,Corn,Corn_UsaCstNE,relative-cost-logit
Canada,FiberCrop,FiberCrop_UsaCstNE,relative-cost-logit
Canada,FodderGrass,FodderGrass_UsaCstNE,relative-cost-logit
Canada,FodderHerb,FodderHerb_UsaCstNE,relative-cost-logit
Canada,Forest,Forest_UsaCstNE,relative-cost-logit
Canada,MiscCrop,MiscCrop_UsaCstNE,relative-cost-logit
Canada,OilCrop,OilCrop_UsaCstNE,relative-cost-logit
Canada,OtherGrain,OtherGrain_UsaCstNE,relative-cost-logit
Canada,Pasture,Pasture_UsaCstNE,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_UsaCstNE,relative-cost-logit
Canada,Wheat,Wheat_UsaCstNE,relative-cost-logit
Canada,biomass,biomass_grass_UsaPacNW,relative-cost-logit
Canada,biomass,biomass_tree_UsaPacNW,relative-cost-logit
Canada,Corn,Corn_UsaPacNW,relative-cost-logit
Canada,FiberCrop,FiberCrop_UsaPacNW,relative-cost-logit
Canada,FodderGrass,FodderGrass_UsaPacNW,relative-cost-logit
Canada,FodderHerb,FodderHerb_UsaPacNW,relative-cost-logit
Canada,Forest,Forest_UsaPacNW,relative-cost-logit
Canada,MiscCrop,MiscCrop_UsaPacNW,relative-cost-logit
Canada,OilCrop,OilCrop_UsaPacNW,relative-cost-logit
Canada,OtherGrain,OtherGrain_UsaPacNW,relative-cost-logit
Canada,Pasture,Pasture_UsaPacNW,relative-cost-logit
Canada,Root_Tuber,Root_Tuber_UsaPacNW,relative-cost-logit
Canada,Wheat,Wheat_UsaPacNW,relative-cost-logit
Central America and Caribbean,biomass,biomass_grass_Caribbean,relative-cost-logit
Central America and Caribbean,biomass,biomass_tree_Caribbean,relative-cost-logit
Central America and Caribbean,Corn,Corn_Caribbean,relative-cost-logit
Central America and Caribbean,FiberCrop,FiberCrop_Caribbean,relative-cost-logit
Central America and Caribbean,Forest,Forest_Caribbean,relative-cost-logit
Central America and Caribbean,MiscCrop,MiscCrop_Caribbean,relative-cost-logit
Central America and Caribbean,OilCrop,OilCrop_Caribbean,relative-cost-logit
Central America and Caribbean,OtherGrain,OtherGrain_Caribbean,relative-cost-logit
Central America and Caribbean,PalmFruit,PalmFruit_Caribbean,relative-cost-logit
Central America and Caribbean,Pasture,Pasture_Caribbean,relative-cost-logit
Central America and Caribbean,Rice,Rice_Caribbean,relative-cost-logit
Central America and Caribbean,Root_Tuber,Root_Tuber_Caribbean,relative-cost-logit
Central America and Caribbean,SugarCrop,SugarCrop_Caribbean,relative-cost-logit
Central America and Caribbean,biomass,biomass_grass_CntAmer,relative-cost-logit
Central America and Caribbean,biomass,biomass_tree_CntAmer,relative-cost-logit
Central America and Caribbean,Corn,Corn_CntAmer,relative-cost-logit
Central America and Caribbean,FiberCrop,FiberCrop_CntAmer,relative-cost-logit
Central America and Caribbean,FodderHerb,FodderHerb_CntAmer,relative-cost-logit
Central America and Caribbean,Forest,Forest_CntAmer,relative-cost-logit
Central America and Caribbean,MiscCrop,MiscCrop_CntAmer,relative-cost-logit
Central America and Caribbean,OilCrop,OilCrop_CntAmer,relative-cost-logit
Central America and Caribbean,OtherGrain,OtherGrain_CntAmer,relative-cost-logit
Central America and Caribbean,PalmFruit,PalmFruit_CntAmer,relative-cost-logit
Central America and Caribbean,Pasture,Pasture_CntAmer,relative-cost-logit
Central America and Caribbean,Rice,Rice_CntAmer,relative-cost-logit
Central America and Caribbean,Root_Tuber,Root_Tuber_CntAmer,relative-cost-logit
Central America and Caribbean,SugarCrop,SugarCrop_CntAmer,relative-cost-logit
Central America and Caribbean,Wheat,Wheat_CntAmer,relative-cost-logit
Central America and Caribbean,biomass,biomass_grass_ColEcuaCst,relative-cost-logit
Central America and Caribbean,biomass,biomass_tree_ColEcuaCst,relative-cost-logit
Central America and Caribbean,Corn,Corn_ColEcuaCst,relative-cost-logit
Central America and Caribbean,Forest,Forest_ColEcuaCst,relative-cost-logit
Central America and Caribbean,MiscCrop,MiscCrop_ColEcuaCst,relative-cost-logit
Central America and Caribbean,OilCrop,OilCrop_ColEcuaCst,relative-cost-logit
Central America and Caribbean,OtherGrain,OtherGrain_ColEcuaCst,relative-cost-logit
Central America and Caribbean,PalmFruit,PalmFruit_ColEcuaCst,relative-cost-logit
Central America and Caribbean,Pasture,Pasture_ColEcuaCst,relative-cost-logit
Central America and Caribbean,Rice,Rice_ColEcuaCst,relative-cost-logit
Central America and Caribbean,Root_Tuber,Root_Tuber_ColEcuaCst,relative-cost-logit
Central America and Caribbean,SugarCrop,SugarCrop_ColEcuaCst,relative-cost-logit
Central America and Caribbean,biomass,biomass_grass_GrijUsuR,relative-cost-logit
Central America and Caribbean,biomass,biomass_tree_GrijUsuR,relative-cost-logit
Central America and Caribbean,Corn,Corn_GrijUsuR,relative-cost-logit
Central America and Caribbean,FiberCrop,FiberCrop_GrijUsuR,relative-cost-logit
Central America and Caribbean,Forest,Forest_GrijUsuR,relative-cost-logit
Central America and Caribbean,MiscCrop,MiscCrop_GrijUsuR,relative-cost-logit
Central America and Caribbean,OilCrop,OilCrop_GrijUsuR,relative-cost-logit
Central America and Caribbean,OtherGrain,OtherGrain_GrijUsuR,relative-cost-logit
Central America and Caribbean,PalmFruit,PalmFruit_GrijUsuR,relative-cost-logit
