INPUT_TABLE
Variable ID
SubsectorLogit_relative-cost-logit

region,supplysector,subsector,logit.type
Russia,SheepGoat,Pastoral,relative-cost-logit
Russia,Beef,Imports,relative-cost-logit
Russia,Dairy,Imports,relative-cost-logit
Russia,Pork,Imports,relative-cost-logit
Russia,Poultry,Imports,relative-cost-logit
Russia,SheepGoat,Imports,relative-cost-logit
South Africa,Beef,Mixed,relative-cost-logit
South Africa,Beef,Pastoral,relative-cost-logit
South Africa,Dairy,Mixed,relative-cost-logit
South Africa,Dairy,Pastoral,relative-cost-logit
South Africa,Pork,Mixed,relative-cost-logit
South Africa,Poultry,Mixed,relative-cost-logit
South Africa,SheepGoat,Mixed,relative-cost-logit
South Africa,SheepGoat,Pastoral,relative-cost-logit
South Africa,Beef,Imports,relative-cost-logit
South Africa,Dairy,Imports,relative-cost-logit
South Africa,Pork,Imports,relative-cost-logit
South Africa,Poultry,Imports,relative-cost-logit
South Africa,SheepGoat,Imports,relative-cost-logit
South America_Northern,Beef,Mixed,relative-cost-logit
South America_Northern,Beef,Pastoral,relative-cost-logit
South America_Northern,Dairy,Mixed,relative-cost-logit
South America_Northern,Dairy,Pastoral,relative-cost-logit
South America_Northern,Pork,Mixed,relative-cost-logit
South America_Northern,Poultry,Mixed,relative-cost-logit
South America_Northern,SheepGoat,Mixed,relative-cost-logit
South America_Northern,SheepGoat,Pastoral,relative-cost-logit
South America_Northern,Beef,Imports,relative-cost-logit
South America_Northern,Dairy,Imports,relative-cost-logit
South America_Northern,Pork,Imports,relative-cost-logit
South America_Northern,Poultry,Imports,relative-cost-logit
South America_Northern,SheepGoat,Imports,relative-cost-logit
South America_Southern,Beef,Mixed,relative-cost-logit
South America_Southern,Beef,Pastoral,relative-cost-logit
South America_Southern,Dairy,Mixed,relative-cost-logit
South America_Southern,Dairy,Pastoral,relative-cost-logit
South America_Southern,Pork,Mixed,relative-cost-logit
South America_Southern,Poultry,Mixed,relative-cost-logit
South America_Southern,SheepGoat,Mixed,relative-cost-logit
South America_Southern,SheepGoat,Pastoral,relative-cost-logit
South America_Southern,Beef,Imports,relative-cost-logit
South America_Southern,Dairy,Imports,relative-cost-logit
South America_Southern,Pork,Imports,relative-cost-logit
South America_Southern,Poultry,Imports,relative-cost-logit
South America_Southern,SheepGoat,Imports,relative-cost-logit
South Asia,Beef,Mixed,relative-cost-logit
South Asia,Beef,Pastoral,relative-cost-logit
South Asia,Dairy,Mixed,relative-cost-logit
South Asia,Dairy,Pastoral,relative-cost-logit
South Asia,Pork,Mixed,relative-cost-logit
South Asia,Poultry,Mixed,relative-cost-logit
South Asia,SheepGoat,Mixed,relative-cost-logit
South Asia,SheepGoat,Pastoral,relative-cost-logit
South Asia,Beef,Imports,relative-cost-logit
South Asia,Dairy,Imports,relative-cost-logit
South Asia,Pork,Imports,relative-cost-logit
South Asia,Poultry,Imports,relative-cost-logit
South Asia,SheepGoat,Imports,relative-cost-logit
South Korea,Beef,Mixed,relative-cost-logit
South Korea,Beef,Pastoral,relative-cost-logit
South Korea,Dairy,Mixed,relative-cost-logit
South Korea,Dairy,Pastoral,relative-cost-logit
South Korea,Pork,Mixed,relative-cost-logit
South Korea,Poultry,Mixed,relative-cost-logit
South Korea,SheepGoat,Mixed,relative-cost-logit
South Korea,SheepGoat,Pastoral,relative-cost-logit
South Korea,Beef,Imports,relative-cost-logit
South Korea,Dairy,Imports,relative-cost-logit
South Korea,Pork,Imports,relative-cost-logit
South Korea,Poultry,Imports,relative-cost-logit
South Korea,SheepGoat,Imports,relative-cost-logit
Southeast Asia,Beef,Mixed,relative-cost-logit
Southeast Asia,Beef,Pastoral,relative-cost-logit
Southeast Asia,Dairy,Mixed,relative-cost-logit
Southeast Asia,Dairy,Pastoral,relative-cost-logit
Southeast Asia,Pork,Mixed,relative-cost-logit
Southeast Asia,Poultry,Mixed,relative-cost-logit
Southeast Asia,SheepGoat,Mixed,relative-cost-logit
Southeast Asia,SheepGoat,Pastoral,relative-cost-logit
Southeast Asia,Beef,Imports,relative-cost-logit
Southeast Asia,Dairy,Imports,relative-cost-logit
Southeast Asia,Pork,Imports,relative-cost-logit
Southeast Asia,Poultry,Imports,relative-cost-logit
Southeast Asia,SheepGoat,Imports,relative-cost-logit
Argentina,Beef,Mixed,relative-cost-logit
Argentina,Beef,Pastoral,relative-cost-logit
Argentina,Dairy,Mixed,relative-cost-logit
Argentina,Dairy,Pastoral,relative-cost-logit
Argentina,Pork,Mixed,relative-cost-logit
Argentina,Poultry,Mixed,relative-cost-logit
Argentina,SheepGoat,Mixed,relative-cost-logit
Argentina,SheepGoat,Pastoral,relative-cost-logit
Argentina,Beef,Imports,relative-cost-logit
Argentina,Dairy,Imports,relative-cost-logit
Argentina,Pork,Imports,relative-cost-logit
Argentina,Poultry,Imports,relative-cost-logit
Argentina,SheepGoat,Imports,relative-cost-logit
Colombia,Beef,Mixed,relative-cost-logit
Colombia,Beef,Pastoral,relative-cost-logit
Colombia,Dairy,Mixed,relative-cost-logit
Colombia,Dairy,Pastoral,relative-cost-logit
Colombia,Pork,Mixed,relative-cost-logit
Colombia,Poultry,Mixed,relative-cost-logit
Colombia,SheepGoat,Mixed,relative-cost-logit
Colombia,SheepGoat,Pastoral,relative-cost-logit
Colombia,Beef,Imports,relative-cost-logit
Colombia,Dairy,Imports,relative-cost-logit
Colombia,Pork,Imports,relative-cost-logit
Colombia,Poultry,Imports,relative-cost-logit
Colombia,SheepGoat,Imports,relative-cost-logit
