INPUT_TABLE
Variable ID
LN1_Logit_relative-cost-logit

region,LandAllocatorRoot,LandNode1,logit.type
Central Asia,root,ProtectedShrubland_UralR,relative-cost-logit
Central Asia,root,ProtectedShrubland_Gobi,relative-cost-logit
Central Asia,root,ProtectedShrubland_AmurR,relative-cost-logit
Central Asia,root,ProtectedShrubland_CaspianNE,relative-cost-logit
Central Asia,root,ProtectedShrubland_YeniseiR,relative-cost-logit
Central Asia,root,ProtectedShrubland_CaspianE,relative-cost-logit
Central Asia,root,ProtectedShrubland_ObR,relative-cost-logit
Central Asia,root,ProtectedShrubland_AmuDaryaR,relative-cost-logit
Central Asia,root,ProtectedShrubland_LBalkash,relative-cost-logit
Central Asia,root,ProtectedShrubland_BlackSeaS,relative-cost-logit
Central Asia,root,ProtectedShrubland_CaspianSW,relative-cost-logit
Central Asia,root,ProtectedShrubland_SyrDaryaR,relative-cost-logit
Central Asia,root,ProtectedShrubland_Tarim,relative-cost-logit
China,root,ProtectedShrubland_Gobi,relative-cost-logit
China,root,ProtectedShrubland_AmurR,relative-cost-logit
China,root,ProtectedShrubland_ObR,relative-cost-logit
China,root,ProtectedShrubland_BoHai,relative-cost-logit
China,root,ProtectedShrubland_LBalkash,relative-cost-logit
China,root,ProtectedShrubland_ZiyaHe,relative-cost-logit
China,root,ProtectedShrubland_ChinaCst,relative-cost-logit
China,root,ProtectedShrubland_HuangHeR,relative-cost-logit
China,root,ProtectedShrubland_Tarim,relative-cost-logit
China,root,ProtectedShrubland_IndusR,relative-cost-logit
China,root,ProtectedShrubland_Taiwan,relative-cost-logit
China,root,ProtectedShrubland_Yangtze,relative-cost-logit
China,root,ProtectedShrubland_XunJiang,relative-cost-logit
China,root,ProtectedShrubland_Hong,relative-cost-logit
China,root,ProtectedShrubland_GangesR,relative-cost-logit
China,root,ProtectedShrubland_SChinaSea,relative-cost-logit
China,root,ProtectedShrubland_Hainan,relative-cost-logit
China,root,ProtectedShrubland_Mekong,relative-cost-logit
China,root,ProtectedShrubland_Salween,relative-cost-logit
China,root,ProtectedShrubland_IrrawaddyR,relative-cost-logit
EU-12,root,ProtectedShrubland_DanubeR,relative-cost-logit
EU-12,root,ProtectedShrubland_AdrBlkSea,relative-cost-logit
EU-12,root,ProtectedShrubland_MeditE,relative-cost-logit
EU-15,root,ProtectedShrubland_FranceCstW,relative-cost-logit
EU-15,root,ProtectedShrubland_ItalyCstE,relative-cost-logit
EU-15,root,ProtectedShrubland_DanubeR,relative-cost-logit
EU-15,root,ProtectedShrubland_AdrBlkSea,relative-cost-logit
EU-15,root,ProtectedShrubland_PoR,relative-cost-logit
EU-15,root,ProtectedShrubland_ItalyCstW,relative-cost-logit
EU-15,root,ProtectedShrubland_IberiaCst,relative-cost-logit
EU-15,root,ProtectedShrubland_FranceCstS,relative-cost-logit
EU-15,root,ProtectedShrubland_RhoneR,relative-cost-logit
EU-15,root,ProtectedShrubland_MeditIsl,relative-cost-logit
EU-15,root,ProtectedShrubland_SpainCstSE,relative-cost-logit
EU-15,root,ProtectedShrubland_TiberR,relative-cost-logit
EU-15,root,ProtectedShrubland_TagusR,relative-cost-logit
EU-15,root,ProtectedShrubland_EbroR,relative-cost-logit
EU-15,root,ProtectedShrubland_DouroR,relative-cost-logit
EU-15,root,ProtectedShrubland_GuadianaR,relative-cost-logit
EU-15,root,ProtectedShrubland_GuadalqR,relative-cost-logit
Europe_Eastern,root,ProtectedShrubland_DnieperR,relative-cost-logit
Europe_Eastern,root,ProtectedShrubland_BlackSeaN,relative-cost-logit
Europe_Eastern,root,ProtectedShrubland_DanubeR,relative-cost-logit
Europe_Non_EU,root,ProtectedShrubland_AdrBlkSea,relative-cost-logit
Europe_Non_EU,root,ProtectedShrubland_BlackSeaS,relative-cost-logit
Europe_Non_EU,root,ProtectedShrubland_CaspianSW,relative-cost-logit
Europe_Non_EU,root,ProtectedShrubland_MeditE,relative-cost-logit
Europe_Non_EU,root,ProtectedShrubland_TigrEuphR,relative-cost-logit
Europe_Non_EU,root,ProtectedShrubland_EJrdnSyr,relative-cost-logit
European Free Trade Association,root,ProtectedShrubland_ScndnvN,relative-cost-logit
European Free Trade Association,root,ProtectedShrubland_Iceland,relative-cost-logit
European Free Trade Association,root,ProtectedShrubland_RhoneR,relative-cost-logit
India,root,ProtectedShrubland_IndusR,relative-cost-logit
India,root,ProtectedShrubland_SabarmatiR,relative-cost-logit
India,root,ProtectedShrubland_GangesR,relative-cost-logit
India,root,ProtectedShrubland_MahiR,relative-cost-logit
India,root,ProtectedShrubland_TaptiR,relative-cost-logit
India,root,ProtectedShrubland_BrahmaniR,relative-cost-logit
India,root,ProtectedShrubland_MahanadiR,relative-cost-logit
India,root,ProtectedShrubland_GodavariR,relative-cost-logit
India,root,ProtectedShrubland_IndCstNE,relative-cost-logit
India,root,ProtectedShrubland_IndCstW,relative-cost-logit
India,root,ProtectedShrubland_KrishnaR,relative-cost-logit
India,root,ProtectedShrubland_IndCstE,relative-cost-logit
India,root,ProtectedShrubland_PennarR,relative-cost-logit
India,root,ProtectedShrubland_CauveryR,relative-cost-logit
India,root,ProtectedShrubland_IndCstS,relative-cost-logit
India,root,ProtectedShrubland_NarmadaR,relative-cost-logit
Japan,root,ProtectedShrubland_Japan,relative-cost-logit
Japan,root,ProtectedShrubland_Taiwan,relative-cost-logit
Mexico,root,ProtectedShrubland_MexBaja,relative-cost-logit
Mexico,root,ProtectedShrubland_MexCstNW,relative-cost-logit
Mexico,root,ProtectedShrubland_MexGulf,relative-cost-logit
Mexico,root,ProtectedShrubland_YucatanP,relative-cost-logit
Mexico,root,ProtectedShrubland_MexInt,relative-cost-logit
Mexico,root,ProtectedShrubland_MexCstW,relative-cost-logit
Mexico,root,ProtectedShrubland_Papaloapan,relative-cost-logit
Mexico,root,ProtectedShrubland_RioLerma,relative-cost-logit
Mexico,root,ProtectedShrubland_RioVerde,relative-cost-logit
Mexico,root,ProtectedShrubland_GrijUsuR,relative-cost-logit
Mexico,root,ProtectedShrubland_RioBalsas,relative-cost-logit
Mexico,root,ProtectedShrubland_Tehuantpc,relative-cost-logit
Mexico,root,ProtectedShrubland_California,relative-cost-logit
Mexico,root,ProtectedShrubland_UsaColoRS,relative-cost-logit
Mexico,root,ProtectedShrubland_RioGrande,relative-cost-logit
Middle East,root,ProtectedShrubland_CaspianE,relative-cost-logit
Middle East,root,ProtectedShrubland_CaspianSW,relative-cost-logit
Middle East,root,ProtectedShrubland_MeditE,relative-cost-logit
Middle East,root,ProtectedShrubland_Iran,relative-cost-logit
Middle East,root,ProtectedShrubland_TigrEuphR,relative-cost-logit
Middle East,root,ProtectedShrubland_PersianGulf,relative-cost-logit
Middle East,root,ProtectedShrubland_FarahrudR,relative-cost-logit
Middle East,root,ProtectedShrubland_RedSeaE,relative-cost-logit
Middle East,root,ProtectedShrubland_ArabianP,relative-cost-logit
Middle East,root,ProtectedShrubland_DeadSea,relative-cost-logit
Middle East,root,ProtectedShrubland_Helmand,relative-cost-logit
Middle East,root,ProtectedShrubland_SinaiP,relative-cost-logit
Middle East,root,ProtectedShrubland_EJrdnSyr,relative-cost-logit
Middle East,root,ProtectedShrubland_AfrCstNE,relative-cost-logit
Middle East,root,ProtectedShrubland_HamuMashR,relative-cost-logit
Middle East,root,ProtectedShrubland_ArabianSea,relative-cost-logit
Pakistan,root,ProtectedShrubland_IndusR,relative-cost-logit
Pakistan,root,ProtectedShrubland_Helmand,relative-cost-logit
Pakistan,root,ProtectedShrubland_HamuMashR,relative-cost-logit
Pakistan,root,ProtectedShrubland_ArabianSea,relative-cost-logit
Pakistan,root,ProtectedShrubland_SabarmatiR,relative-cost-logit
Russia,root,ProtectedShrubland_SiberiaW,relative-cost-logit
Russia,root,ProtectedShrubland_KaraSea,relative-cost-logit
Russia,root,ProtectedShrubland_LenaR,relative-cost-logit
Russia,root,ProtectedShrubland_VolgaR,relative-cost-logit
Russia,root,ProtectedShrubland_Gobi,relative-cost-logit
Russia,root,ProtectedShrubland_AmurR,relative-cost-logit
Russia,root,ProtectedShrubland_CaspianNE,relative-cost-logit
Russia,root,ProtectedShrubland_BlackSeaN,relative-cost-logit
Russia,root,ProtectedShrubland_YeniseiR,relative-cost-logit
Russia,root,ProtectedShrubland_DonR,relative-cost-logit
Russia,root,ProtectedShrubland_ObR,relative-cost-logit
Russia,root,ProtectedShrubland_BlackSeaS,relative-cost-logit
South Africa,root,ProtectedShrubland_OrangeR,relative-cost-logit
South Africa,root,ProtectedShrubland_AfrCstS,relative-cost-logit
South Africa,root,ProtectedShrubland_LimpopoR,relative-cost-logit
South Africa,root,ProtectedShrubland_AfrCstSSW,relative-cost-logit
South America_Northern,root,ProtectedShrubland_SAmerCstN,relative-cost-logit
South America_Northern,root,ProtectedShrubland_OrinocoR,relative-cost-logit
South America_Northern,root,ProtectedShrubland_AmazonR,relative-cost-logit
South America_Southern,root,ProtectedShrubland_ColEcuaCst,relative-cost-logit
South America_Southern,root,ProtectedShrubland_AmazonR,relative-cost-logit
South America_Southern,root,ProtectedShrubland_ChileCstS,relative-cost-logit
South America_Southern,root,ProtectedShrubland_PeruCst,relative-cost-logit
South America_Southern,root,ProtectedShrubland_LaPuna,relative-cost-logit
South America_Southern,root,ProtectedShrubland_RioLaPlata,relative-cost-logit
South America_Southern,root,ProtectedShrubland_ChileCstN,relative-cost-logit
South America_Southern,root,ProtectedShrubland_ArgCstS,relative-cost-logit
South Asia,root,ProtectedShrubland_CaspianE,relative-cost-logit
South Asia,root,ProtectedShrubland_AmuDaryaR,relative-cost-logit
South Asia,root,ProtectedShrubland_IndusR,relative-cost-logit
South Asia,root,ProtectedShrubland_FarahrudR,relative-cost-logit
South Asia,root,ProtectedShrubland_Helmand,relative-cost-logit
South Asia,root,ProtectedShrubland_HamuMashR,relative-cost-logit
South Asia,root,ProtectedShrubland_GangesR,relative-cost-logit
South Korea,root,ProtectedShrubland_Korea,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_XunJiang,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_Hong,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_SChinaSea,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_Mekong,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_VietnamCst,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_Salween,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_IrrawaddyR,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_SittaungR,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_MalaysiaP,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_ChaoPhrR,relative-cost-logit
Southeast Asia,root,ProtectedShrubland_ThaiGulf,relative-cost-logit
Argentina,root,ProtectedShrubland_ChileCstS,relative-cost-logit
Argentina,root,ProtectedShrubland_MarChiq,relative-cost-logit
Argentina,root,ProtectedShrubland_Salinas,relative-cost-logit
Argentina,root,ProtectedShrubland_RioLaPlata,relative-cost-logit
Argentina,root,ProtectedShrubland_Pampas,relative-cost-logit
Argentina,root,ProtectedShrubland_ArgCstN,relative-cost-logit
Argentina,root,ProtectedShrubland_ArgColoR,relative-cost-logit
Argentina,root,ProtectedShrubland_NegroR,relative-cost-logit
Argentina,root,ProtectedShrubland_ArgCstS,relative-cost-logit
Colombia,root,ProtectedShrubland_SAmerCstN,relative-cost-logit
Colombia,root,ProtectedShrubland_OrinocoR,relative-cost-logit
Colombia,root,ProtectedShrubland_ColEcuaCst,relative-cost-logit
Colombia,root,ProtectedShrubland_MagdalenaR,relative-cost-logit
Colombia,root,ProtectedShrubland_AmazonR,relative-cost-logit
USA,root,ProtectedGrassland_PacArctic,relative-cost-logit
USA,root,ProtectedGrassland_NelsonR,relative-cost-logit
USA,root,ProtectedGrassland_MexCstNW,relative-cost-logit
USA,root,ProtectedGrassland_Caribbean,relative-cost-logit
USA,root,ProtectedGrassland_California,relative-cost-logit
USA,root,ProtectedGrassland_MissppRN,relative-cost-logit
USA,root,ProtectedGrassland_MissppRS,relative-cost-logit
USA,root,ProtectedGrassland_UsaColoRN,relative-cost-logit
USA,root,ProtectedGrassland_UsaColoRS,relative-cost-logit
USA,root,ProtectedGrassland_GreatBasin,relative-cost-logit
USA,root,ProtectedGrassland_MissouriR,relative-cost-logit
USA,root,ProtectedGrassland_ArkWhtRedR,relative-cost-logit
USA,root,ProtectedGrassland_TexasCst,relative-cost-logit
USA,root,ProtectedGrassland_UsaCstSE,relative-cost-logit
USA,root,ProtectedGrassland_GreatLakes,relative-cost-logit
USA,root,ProtectedGrassland_OhioR,relative-cost-logit
USA,root,ProtectedGrassland_UsaPacNW,relative-cost-logit
USA,root,ProtectedGrassland_TennR,relative-cost-logit
USA,root,ProtectedGrassland_RioGrande,relative-cost-logit
USA,root,ProtectedGrassland_UsaCstE,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_NileR,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_AfrCstNE,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_AfrIntN,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_LChad,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_ShebJubR,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_AfrCstE,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_Madasgacar,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_RiftValley,relative-cost-logit
Africa_Eastern,root,ProtectedGrassland_CongoR,relative-cost-logit
Africa_Northern,root,ProtectedGrassland_MeditE,relative-cost-logit
Africa_Northern,root,ProtectedGrassland_MeditS,relative-cost-logit
Africa_Northern,root,ProtectedGrassland_AfrCstNW,relative-cost-logit
Africa_Northern,root,ProtectedGrassland_NileR,relative-cost-logit
Africa_Northern,root,ProtectedGrassland_AfrIntN,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_NileR,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_GuineaGulf,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_AfrCstE,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_RiftValley,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_AngolaCst,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_CongoR,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_ZambeziR,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_AfrCstSE,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_OrangeR,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_AfrCstSW,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_AfrIntS,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_AfrCstS,relative-cost-logit
Africa_Southern,root,ProtectedGrassland_LimpopoR,relative-cost-logit
Africa_Western,root,ProtectedGrassland_NileR,relative-cost-logit
Africa_Western,root,ProtectedGrassland_AfrCstW,relative-cost-logit
Africa_Western,root,ProtectedGrassland_AfrIntN,relative-cost-logit
Africa_Western,root,ProtectedGrassland_NigerR,relative-cost-logit
Africa_Western,root,ProtectedGrassland_LChad,relative-cost-logit
Africa_Western,root,ProtectedGrassland_SenegalR,relative-cost-logit
Africa_Western,root,ProtectedGrassland_VoltaR,relative-cost-logit
Africa_Western,root,ProtectedGrassland_GuineaGulf,relative-cost-logit
Africa_Western,root,ProtectedGrassland_CongoR,relative-cost-logit
Africa_Western,root,ProtectedGrassland_ZambeziR,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_AusCstN,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_AusCstE,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_AusCstW,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_AusInt,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_NewZealand,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_AusCstS,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_MurrayDrlg,relative-cost-logit
Australia_NZ,root,ProtectedGrassland_Tasmania,relative-cost-logit
Brazil,root,ProtectedGrassland_OrinocoR,relative-cost-logit
Brazil,root,ProtectedGrassland_SAmerCstNE,relative-cost-logit
Brazil,root,ProtectedGrassland_AmazonR,relative-cost-logit
Brazil,root,ProtectedGrassland_BrzCstN,relative-cost-logit
Brazil,root,ProtectedGrassland_TocantinsR,relative-cost-logit
Brazil,root,ProtectedGrassland_BrzCstE,relative-cost-logit
Brazil,root,ProtectedGrassland_ParnaibaR,relative-cost-logit
Brazil,root,ProtectedGrassland_SaoFrancR,relative-cost-logit
Brazil,root,ProtectedGrassland_BrzCstS,relative-cost-logit
Brazil,root,ProtectedGrassland_RioLaPlata,relative-cost-logit
Canada,root,ProtectedGrassland_NWTerr,relative-cost-logit
Canada,root,ProtectedGrassland_Mackenzie,relative-cost-logit
Canada,root,ProtectedGrassland_CanAtl,relative-cost-logit
Canada,root,ProtectedGrassland_NelsonR,relative-cost-logit
Canada,root,ProtectedGrassland_FraserR,relative-cost-logit
Canada,root,ProtectedGrassland_StLwrncR,relative-cost-logit
Canada,root,ProtectedGrassland_MissouriR,relative-cost-logit
Canada,root,ProtectedGrassland_GreatLakes,relative-cost-logit
Canada,root,ProtectedGrassland_UsaPacNW,relative-cost-logit
Central America and Caribbean,root,ProtectedGrassland_Caribbean,relative-cost-logit
Central America and Caribbean,root,ProtectedGrassland_YucatanP,relative-cost-logit
Central America and Caribbean,root,ProtectedGrassland_GrijUsuR,relative-cost-logit
Central America and Caribbean,root,ProtectedGrassland_CntAmer,relative-cost-logit
Central America and Caribbean,root,ProtectedGrassland_ColEcuaCst,relative-cost-logit
Central Asia,root,ProtectedGrassland_VolgaR,relative-cost-logit
Central Asia,root,ProtectedGrassland_UralR,relative-cost-logit
Central Asia,root,ProtectedGrassland_Gobi,relative-cost-logit
Central Asia,root,ProtectedGrassland_AmurR,relative-cost-logit
Central Asia,root,ProtectedGrassland_CaspianNE,relative-cost-logit
Central Asia,root,ProtectedGrassland_YeniseiR,relative-cost-logit
Central Asia,root,ProtectedGrassland_CaspianE,relative-cost-logit
Central Asia,root,ProtectedGrassland_ObR,relative-cost-logit
Central Asia,root,ProtectedGrassland_AmuDaryaR,relative-cost-logit
Central Asia,root,ProtectedGrassland_LBalkash,relative-cost-logit
Central Asia,root,ProtectedGrassland_BlackSeaS,relative-cost-logit
Central Asia,root,ProtectedGrassland_CaspianSW,relative-cost-logit
Central Asia,root,ProtectedGrassland_SyrDaryaR,relative-cost-logit
Central Asia,root,ProtectedGrassland_Tarim,relative-cost-logit
China,root,ProtectedGrassland_RusCstSE,relative-cost-logit
China,root,ProtectedGrassland_Gobi,relative-cost-logit
China,root,ProtectedGrassland_AmurR,relative-cost-logit
China,root,ProtectedGrassland_ObR,relative-cost-logit
China,root,ProtectedGrassland_BoHai,relative-cost-logit
China,root,ProtectedGrassland_LBalkash,relative-cost-logit
China,root,ProtectedGrassland_ZiyaHe,relative-cost-logit
China,root,ProtectedGrassland_ChinaCst,relative-cost-logit
China,root,ProtectedGrassland_HuangHeR,relative-cost-logit
China,root,ProtectedGrassland_Tarim,relative-cost-logit
China,root,ProtectedGrassland_Taiwan,relative-cost-logit
China,root,ProtectedGrassland_Yangtze,relative-cost-logit
China,root,ProtectedGrassland_XunJiang,relative-cost-logit
China,root,ProtectedGrassland_Hong,relative-cost-logit
China,root,ProtectedGrassland_GangesR,relative-cost-logit
China,root,ProtectedGrassland_SChinaSea,relative-cost-logit
China,root,ProtectedGrassland_Hainan,relative-cost-logit
China,root,ProtectedGrassland_Mekong,relative-cost-logit
China,root,ProtectedGrassland_Salween,relative-cost-logit
China,root,ProtectedGrassland_IrrawaddyR,relative-cost-logit
EU-12,root,ProtectedGrassland_ElbeR,relative-cost-logit
EU-12,root,ProtectedGrassland_DanubeR,relative-cost-logit
EU-12,root,ProtectedGrassland_AdrBlkSea,relative-cost-logit
EU-12,root,ProtectedGrassland_MeditE,relative-cost-logit
EU-15,root,ProtectedGrassland_ScndnvN,relative-cost-logit
EU-15,root,ProtectedGrassland_Sweden,relative-cost-logit
EU-15,root,ProtectedGrassland_Finland,relative-cost-logit
EU-15,root,ProtectedGrassland_Scotland,relative-cost-logit
EU-15,root,ProtectedGrassland_ElbeR,relative-cost-logit
EU-15,root,ProtectedGrassland_FranceCstW,relative-cost-logit
EU-15,root,ProtectedGrassland_ItalyCstE,relative-cost-logit
EU-15,root,ProtectedGrassland_DanubeR,relative-cost-logit
EU-15,root,ProtectedGrassland_AdrBlkSea,relative-cost-logit
EU-15,root,ProtectedGrassland_PoR,relative-cost-logit
EU-15,root,ProtectedGrassland_ItalyCstW,relative-cost-logit
EU-15,root,ProtectedGrassland_IberiaCst,relative-cost-logit
EU-15,root,ProtectedGrassland_FranceCstS,relative-cost-logit
EU-15,root,ProtectedGrassland_RhoneR,relative-cost-logit
EU-15,root,ProtectedGrassland_MeditIsl,relative-cost-logit
EU-15,root,ProtectedGrassland_Gironde,relative-cost-logit
EU-15,root,ProtectedGrassland_SpainCstSE,relative-cost-logit
EU-15,root,ProtectedGrassland_TagusR,relative-cost-logit
EU-15,root,ProtectedGrassland_EbroR,relative-cost-logit
EU-15,root,ProtectedGrassland_DouroR,relative-cost-logit
EU-15,root,ProtectedGrassland_GuadianaR,relative-cost-logit
EU-15,root,ProtectedGrassland_GuadalqR,relative-cost-logit
Europe_Eastern,root,ProtectedGrassland_DnieperR,relative-cost-logit
Europe_Eastern,root,ProtectedGrassland_BlackSeaN,relative-cost-logit
Europe_Eastern,root,ProtectedGrassland_DniesterR,relative-cost-logit
Europe_Eastern,root,ProtectedGrassland_DonR,relative-cost-logit
Europe_Eastern,root,ProtectedGrassland_DanubeR,relative-cost-logit
Europe_Non_EU,root,ProtectedGrassland_DanubeR,relative-cost-logit
Europe_Non_EU,root,ProtectedGrassland_AdrBlkSea,relative-cost-logit
Europe_Non_EU,root,ProtectedGrassland_BlackSeaS,relative-cost-logit
Europe_Non_EU,root,ProtectedGrassland_CaspianSW,relative-cost-logit
Europe_Non_EU,root,ProtectedGrassland_MeditE,relative-cost-logit
Europe_Non_EU,root,ProtectedGrassland_TigrEuphR,relative-cost-logit
European Free Trade Association,root,ProtectedGrassland_ScndnvN,relative-cost-logit
European Free Trade Association,root,ProtectedGrassland_Iceland,relative-cost-logit
European Free Trade Association,root,ProtectedGrassland_Sweden,relative-cost-logit
European Free Trade Association,root,ProtectedGrassland_RhineR,relative-cost-logit
European Free Trade Association,root,ProtectedGrassland_DanubeR,relative-cost-logit
