# ../aglu-data/level1//L100.FAO_ag_Prod_t.csv
# Written by LA100.FAO_downscale_ctry.R
# Mon Mar 12 09:47:01 2018
# " FAO agricultural production by country / item / year "
# " Unit = t "
"countries","country.codes","item","item.codes","element","element.codes","iso","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"Ukraine",230,"Maize, green",446,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,500,900,1500,2400,3400,4800,5840,7100,7880,8340,8640,9000
"Ukraine",230,"Millet",79,"ag_Prod_t",51,"ukr",262870.52741015,255713.41464519,237411.654860509,259087.482091528,257042.592730111,215326.849757205,189663.488271423,203752.775971586,178723.330187842,188865.98142047,194591.671632438,201544.295461255,221502.415628685,231542.822393242,257635.610644922,269843.600132582,310311.960595023,321027.180848848,308900.986935645,279995.494265123,279350.560528732,234492.147305352,222064.91429327,212060.4,229320,220237.6,227837.6,259557.6,289857.6,249737.6,268200,320760,263660,235060,229620,205580,141680,136980,168040,188975
"Ukraine",230,"Mushrooms and truffles",449,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,900,1500,2200,2880,3180,3480,3880,4380,5400,6140,6600,7300,8300,9400,9950
"Ukraine",230,"Mustard seed",292,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2600,4000,5600,7240,11660,23800,52020,59780,62360,58880,52900,46920,50440,52280,62925
"Ukraine",230,"Nuts, nes",234,"ag_Prod_t",51,"ukr",106.702234078026,115.594086917862,117.81705012782,120.040013337779,117.81705012782,120.040013337779,122.262976547738,126.708902967656,135.600755807491,151.161498277204,168.945203956875,193.397799266422,220.073357785929,251.194842725353,295.65410692453,335.66744470379,373.457819273091,417.917083472269,462.376347671446,584.572635322885,620.100033344448,671.181504946093,731.148160497944,820,799.2,801.4,961.4,971.4,871.4,752.2,680,395.2,245.2,151.2,93.2,45.2,33.8,15.2,11.2,11.5
"Ukraine",230,"Oats",75,"ag_Prod_t",51,"ukr",1167192.20552167,1202644.51127307,1175570.23797536,1230512.49290849,1299035.97939813,1315880.23412081,1311735.31280161,1358687.57046839,1265100.53846993,1238696.50776851,1242047.72074999,1305756.04332414,1383239.61504846,1523038.11026515,1537201.39460265,1472505.34609712,1434142.77644076,1385656.01598773,1278731.156323,1247958.85477616,1310196.9479304,1323121.36499016,1272113.40143795,1191588,1154800,1014460,889540,842540,919420,891940,924620,973940,955800,870700,794600,795340,740080,673640,636720,659800
"Ukraine",230,"Oilseeds, Nes",339,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,2847.6,4347.6,5947.6,7546.6,7246.6,7199,6899,6699,6951.8,7346.8,7746.8,8734.8,9225.8,9593.4,10684.8,10884.8,11179.4,11610.5
"Ukraine",230,"Onions (inc. shallots), green",402,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820,11240,18120,24620,30740,32540,33140,33220,33380,34075
"Ukraine",230,"Onions, dry",403,"ag_Prod_t",51,"ukr",225152.379710782,248574.924188149,265029.895867917,284774.170725193,300950.101261367,324241.580959168,350386.890534627,373247.124828693,389469.562222133,418016.31679094,421030.806720969,428666.387104746,430695.777239969,464645.783043807,492127.107791621,517917.274093416,527387.761391124,540451.960386623,520919.0803351,540146.537171272,540130.079733997,550245.877905226,567834.915054781,575154.6,529140,507900,482860,481940,489320,502540,516500,573280,610900,675320,716960,822480,853260,884820,946060,1002150
"Ukraine",230,"Other melons (inc.cantaloupes)",568,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6840,12900,17840,26280,36620,39320,41320,47640,49320,51440,52720,69480,76380,85660,93940,107980,105440,109100
"Ukraine",230,"Peaches and nectarines",534,"ag_Prod_t",51,"ukr",70699.8186611401,78747.6067842068,79793.8192402054,83495.801776816,90094.9880377307,85869.8992731207,82288.6335583561,84381.0584703534,84260.3416485074,82288.6335583561,88928.058759886,90980.244731268,92992.1917620347,94762.7051491093,94360.315742956,92348.3687121893,98384.2098044893,99510.9001417186,93676.2537524953,90381.2881002088,80867.7913079256,64935.1792664157,50138.5762461332,42783,35200,31780,27820,30020,25200,23510,23910,26650,26010,23790,22820,20780,19520,17540,22520,24450
"Ukraine",230,"Pears",521,"ag_Prod_t",51,"ukr",250508.195461482,259143.401363532,286182.934996212,271093.130743136,293160.879159485,277896.626302326,297085.972751326,267691.38296354,277111.607583958,267953.055869663,272575.943877831,262457.924841086,268563.625983949,269435.869004358,256177.775094141,233848.353771669,235941.737020651,224515.353453292,208902.20338797,212865.239551198,218818.714800136,187951.965428656,195471.524751062,185365,195240,178520,179660,161500,151440,128060,128080,138080,142400,138200,139880,135240,134080,126960,141300,141750
"Ukraine",230,"Peas, dry",187,"ag_Prod_t",51,"ukr",2322633.845787,2434820.56394727,2356406.31803594,2542251.96273916,2600480.36316837,2641628.43280501,2369895.89746871,2499939.32509394,2222675.09171687,2238202.66516465,2278962.5454651,2590290.39309326,2766916.54106185,2970715.94256407,3176456.29074727,3208967.14765358,3299027.07365075,3376664.94088969,3248271.31794329,3079440.20594016,2969600.22777109,2751660.98518999,2283438.40637712,2067502,1692960,1277160,882760,707480,634280,576320,520160,547820,571140,577880,508860,525600,497060,464340,406660,441300
"Ukraine",230,"Peas, green",417,"ag_Prod_t",51,"ukr",62349.3201252948,65941.1831325128,67703.2291360538,70210.7561410928,72718.2831461319,73870.3901484471,75903.5201525328,77936.6501566185,78343.2761574356,80376.4061615213,80850.8031624746,82138.4521650622,83019.4751668327,86679.109174187,89051.0941789536,92439.6441857631,87695.6741762298,86950.1931747317,84713.7501702375,75531.5251327852,64400.2250919282,59784.8800653712,48658.6950333665,34654.8,27800,20400,13600,10600,10000,9900,10420,11620,15120,18860,19800,22980,24920,24260,24760,26650
"Ukraine",230,"Plums and sloes",536,"ag_Prod_t",51,"ukr",257677.617297457,282532.499108822,278236.593610561,284603.739259769,314444.939953044,308768.207687485,292505.136872641,309381.908472951,338839.54617531,340527.223335341,365075.254753973,395223.305839981,417086.396322201,428823.423844234,418850.786080415,404582.242818335,421305.589222278,415935.707349452,388702.734994407,371889.174575,343505.355908203,274137.915248362,217589.1163104,179666.4,160700,130480,126160,120240,114380,102360,114820,132800,141380,139240,142220,142280,134960,132680,134200,140350
"Ukraine",230,"Pome fruit, nes",542,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,180,220,280,360,360,320,520,575
"Ukraine",230,"Potatoes",116,"ag_Prod_t",51,"ukr",25289945.4428614,24708340.5514803,24271474.5551654,23863102.1702437,24150903.8655883,22957254.0387759,23494361.3169185,22322176.3169052,21621298.3577182,21325710.9317462,21151829.6144011,20857647.9453479,21181296.4421228,21994851.2251118,21871739.3595661,20779412.1660574,20059772.7587614,19551461.8704253,18343132.6973258,18294331.3052127,19105824.0899989,18422274.9236722,17929046.3163452,18105440,17390240,16269440,15593640,16615380,16402080,16385820,16995420,18601780,18526640,18951360,19447860,19666340,19448600,19297120,20253300,20541125
"Ukraine",230,"Pulses, nes",211,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3660,7900,10486,11708,13282,11340,10396,9956,11674,12625
"Ukraine",230,"Pumpkins for Fodder",645,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,26074827.5083242,50864568.1283208,77892847.1989526,105252761.595604,133690490.801821,136695935.943878,140924286.350633,134290007.280001,128790092.883349,120425363.677133,104125311.026752,85107220,72713220,57853220,43780220,35919220,31371760,27843720,23908540,21393600,20474380,19021840,18549880,19485060,2e+07,2e+07,2e+07,2e+07
"Ukraine",230,"Pumpkins, squash and gourds",394,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23217.4676636474,44350.3948869055,66345.8905682557,140213.090568256,340813.090568256,475595.622904608,670802.69568135,830407.2,978820,980080,978680,940560,939260,875460,852340,900380,839240,769700,716160,644100,551440,537740,552360,559275
"Ukraine",230,"Quinces",523,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,3080,4580,6440,7480,7460,7100,6660,6400,6980,7360,8180,8900
"Ukraine",230,"Rapeseed",270,"ag_Prod_t",51,"ukr",2011.42857142857,2449.96677740864,2771.56146179402,3502.4584717608,3677.87375415282,3578.47176079734,3338.73754152824,3683.72093023256,4268.43853820598,6373.4219269103,9706.3122923588,12571.4285714286,16021.2624584718,20757.4750830565,35316.9435215947,55840.5315614618,77410.7641196013,102670.564784053,118954.950166113,123647.3089701,107889.169435216,86702.9900332226,65076.2790697674,46960,33760,38360,64338,82738,105058,108418,105198,105400,135980,230200,427520,991900,1336780,1573780,1740140,1913325
"Ukraine",230,"Raspberries",547,"ag_Prod_t",51,"ukr",8594.82317065907,9257.72176626842,9737.75178377863,10286.357518076,10674.9532465367,10240.6403735512,10697.8118187991,10400.650379388,10857.8218246358,10857.8218246358,11132.1246917845,11520.7204202451,12137.9018713297,12389.346166216,13486.5576348108,14446.6176698312,15246.6676990149,14400.9005253064,13029.386189563,11793.903217353,10825.5859560934,8918.69297804672,8700.60719705543,8877.6,8355.8,9808.6,11158.2,13492.2,15656.8,17879.6,18089.2,20392,20547.4,22160,23460,24740,25220,26260,26440,26900
"Ukraine",230,"Rice, paddy",27,"ag_Prod_t",51,"ukr",63613.8606354055,70713.6218670356,77150.7387170468,82177.3696690409,87175.6015761085,90242.6984281727,94521.4878637684,101375.124039369,105672.846171582,108001.567855557,112412.886167476,115328.521446599,113492.049874684,114353.487570788,115508.382064467,117089.262232043,114381.886615715,112170.54765077,108206.040979028,103574.147285164,92590.0407271062,87062.3579872894,82574.4610110182,80181.6,74829.2,73949.2,70869.2,72789.2,70160,72240,76320,79680,80340,86460,92980,96320,108820,119820,133900,140375
"Ukraine",230,"Rye",71,"ag_Prod_t",51,"ukr",611558.630975409,657381.193481594,615545.789011661,628423.714370542,616045.671511729,646633.719730143,570401.638469853,579911.307935423,532553.392036173,603965.177760098,647514.465087405,712427.778310453,775996.169569034,837755.462255942,867058.098331326,878579.199761453,944504.179948923,1038274.99578301,1049034.37149875,1089013.96218718,1124144.51091007,1094721.38802354,1072332.48288077,1115806,1153500,1144700,1139660,1091740,1237760,1270800,1168400,1303700,1320880,1073100,883360,968720,840920,723060,722120,762025
"Ukraine",230,"Sorghum",83,"ag_Prod_t",51,"ukr",13063.0925138934,18711.9973847663,20751.8796992481,24713.9588100686,28126.838836221,28048.3818241255,22948.6760379209,23458.6466165414,21732.5923504413,21261.8502778686,23399.8038574698,27036.2863680941,30311.8666230794,30284.406668846,34717.2278522393,34619.15658712,33728.6694998365,30256.9467146126,29637.1363190585,22700.7518796992,17894.9329846355,12257.6005230467,9645.55083360575,6860,5900,5460,5640,7080,10220,10320,14560,26780,34260,42908,57008,98568,93908,95408,117800,127700
"Ukraine",230,"Sour cherries",530,"ag_Prod_t",51,"ukr",46716.1046592976,53661.6762277879,60702.3926122849,57182.0344200364,67457.6745487617,70597.4534769834,82014.8313977893,83251.7140058766,88865.2581502728,92290.4715265146,102280.67720722,99426.3327270183,106371.904295509,108940.81432769,107513.642087589,104659.297607388,104659.297607388,103327.270183294,100187.491255072,114682.803973695,131750.944452218,131294.809010774,141127.80467329,160040,159380,143980,139860,140060,125160,121080,127720,147540,152840,149680,147340,143940,131400,125940,141400,143100
"Ukraine",230,"Soybeans",236,"ag_Prod_t",51,"ukr",83325.0890383854,80579.738820736,87443.1143648595,85402.6513652552,95864.6616541353,103655.520379897,107625.148397309,98164.8199445983,98572.9125445192,98424.5152354571,95679.1650178077,95901.7609814009,93675.8013454689,101540.858725762,108070.340324495,120083.102493075,138016.917293233,153227.641472101,157345.666798575,154930.945785516,134342.560348239,105060.763751484,77058.8523941433,49860,29460,24460,27260,35680,47460,68800,107960,171622,281262,444402,563982,680182,816220,1029740,1304700,1450225
"Ukraine",230,"Stone fruit, nes",541,"ag_Prod_t",51,"ukr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,3460,5400,6744,8284,9104,8944,9324,10440,11125
"Ukraine",230,"Strawberries",544,"ag_Prod_t",51,"ukr",23810.6681951431,23485.9034550411,20730.8159098427,19810.6491462204,23166.5514606075,25061.0124445357,25169.267357903,26738.9636017292,29174.699152494,27983.8951054535,28362.7873022391,29986.611002749,30906.7777663712,31285.6699631569,32638.8563802484,33017.7485770341,33559.0231438707,31826.9445299935,29499.463892596,32224.1318071382,30777.3448083131,28040.6500062736,26542.0338181113,26491.6,21881.8,22732.4,23448,26597.8,28951,31390.2,31692.2,34498,37323.6,39980,40800,44800,49100,51300,52940,56000
"Ukraine",230,"Sugar beet",157,"ag_Prod_t",51,"ukr",37104731.4422998,37757849.9734072,36542991.7925697,39206157.1490897,40810577.9294832,41429645.8037405,41262662.9215605,42674226.1680997,38920189.3445268,36830210.044983,35710770.6539627,36598684.8160618,36733829.372204,38510811.9559563,40341659.9855732,40937065.5389686,42088487.538471,42145334.8215173,40857662.1004665,37918339.1837117,36193802.5289192,32451363.9383401,30399370.5558826,28659340,26435320,22796520,19981720,16691480,15204640,14562580,14136360,14643640,15097440,16466660,16971700,16980860,15674280,15330520,14594380,13998550
"Ukraine",230,"Sunflower seed",267,"ag_Prod_t",51,"ukr",2344290.05219383,2376928.38026216,2288743.60184281,2259169.90551799,2324753.02482899,2167537.41638721,2062573.77917217,2033842.85657682,1987413.68566272,1944278.9938729,1923592.72960424,1855634.52069203,1904821.86017528,1950867.95212143,2007103.94461474,2091465.59493406,2286330.2043448,2373879.07167737,2391761.19790072,2351720.25185596,2294452.83860255,2066548.53162067,2148000.59001725,2150760,2187040,2225240,2470240,2589720,2615280,2807700,3205380,3256600,3506340,4121080,4301860,4756180,5418960,5832040,6501280,7083000
"Ukraine",230,"Tobacco, unmanufactured",826,"ag_Prod_t",51,"ukr",14029.627411655,14791.5550408181,15136.9622327053,15675.3910906472,15776.9814412022,15472.210389537,15210.1072851049,14422.7820683032,13569.4231236406,13549.1050535296,14585.3266291913,15477.2899070648,17087.4969633626,18540.2389763001,18499.6028360781,17081.4015423293,15610.3732662919,14616.9618643541,13027.0322420271,11747.0446202085,10854.0174175871,9684.93044264286,7627.74948843253,6018.2,4820,3820,3420,3200,3040,2760,2450,1870,1368,996,708,450,252,216,212,225
"Ukraine",230,"Tomatoes",388,"ag_Prod_t",51,"ukr",969124.244893234,1057070.01531489,1116720.55858788,1188463.11550004,1249075.76430968,1300020.73589852,1390153.49511717,1439509.08531284,1487584.69369322,1544840.56900051,1549968.97296244,1538584.76383702,1541657.5678638,1553652.0994442,1561832.11568101,1563951.29087189,1560094.39202448,1572936.59368124,1543819.1265585,1490849.19830777,1411049.6204388,1327553.53989018,1276405.16189153,1168208,986680,994680,1020680,991840,1038160,1221360,1236800,1200940,1270000,1389080,1407820,1453200,1632220,1702800,1774920,1867300
"Ukraine",230,"Vegetables fresh nes",463,"ag_Prod_t",51,"ukr",901118.412779731,918043.17350907,910408.634701814,914698.69361712,939699.508651003,923827.026523531,921954.264955872,942017.46501176,957312.297696947,985293.342337517,1003226.23011899,1033768.06464383,1035416.38916704,1030957.08264444,997714.644994528,984027.664578627,921406.049880074,887666.907295718,854001.350627576,840157.264280558,807865.952541741,779609.11440747,670077.121300328,552480,456000,365840,256700,258200,288040,250840,231060,290000,424360,476120,562620,661380,851460,929440,1114620,1235000
"Ukraine",230,"Vegetables Roots Fodder",655,"ag_Prod_t",51,"ukr",20825305.5537252,21893654.2859485,21752710.3278364,23184903.6772517,23803784.6073243,23650115.7930093,23057115.9264003,23826754.0511482,22379894.7657703,22398335.0234881,22658978.9001191,24802470.1437248,26686395.8883437,29406172.1450715,31570583.9149769,33161514.4536354,34443489.7971975,34397011.7207275,32706223.4122054,29664536.3313625,26286824.9990759,22416613.935982,18660620.9402939,15686140,13591440,11795400,9418380,8126720,7596560,7078540,6892040,7086720,7305880,7330000,7416720,7499260,7481600,7490800,7500000,7500000
"Ukraine",230,"Vetches",205,"ag_Prod_t",51,"ukr",426306.956108588,408283.050718281,355653.246978584,346613.565198214,340679.540962021,301082.407273777,252556.508146027,236972.762254715,193493.556636251,160052.279865927,179462.639517027,210463.756788356,247343.440125446,289158.900630958,313560.495620913,302136.112511979,297754.917047874,282725.752860879,252806.06991297,228220.409255352,204440.8048894,174396.180196893,152246.376457196,136900,129500,113140,103760,92680,96060,94800,106180,105540,99440,84060,65920,52100,45160,38480,37300,37375
"Ukraine",230,"Walnuts, with shell",222,"ag_Prod_t",51,"ukr",17353.2093066456,18536.8630474156,19096.9849068871,19974.1568754934,22013.8459109274,22563.3994334278,23599.0964566015,24550.2467840059,26294.0223842474,26611.0724933822,27879.2729299215,29570.2068453072,31810.6942831932,33712.9949380021,36777.8126596387,39736.9470115637,42801.7647332002,45443.8489759903,47346.1496307992,50058.5133144476,56488.8268889611,58446.5236149166,63630.8034923141,68933.2,71383.8,65381.8,59597.4,54372.2,49950.2,47531,53910,66365.2,74566.2,77290.2,82344.4,82388,81026,80306,89076,90765
"Ukraine",230,"Watermelons",567,"ag_Prod_t",51,"ukr",281549.896271773,290997.879368141,297233.548211744,300256.902802582,304036.096041129,300256.902802582,305925.692660403,318359.238415223,332663.484823125,348743.952053143,367488.750516338,378883.018130558,379109.769724871,377031.21344367,390258.389778585,408228.453627877,432736.521779857,455411.68121114,477009.770569438,436456.835187747,400185.28443923,336436.663617727,334536.832654045,307421.8,309300,290860,339460,311940,308280,326660,348640,325060,311280,361080,369820,388800,433580,507600,518560,550425
"Ukraine",230,"Wheat",15,"ag_Prod_t",51,"ukr",19336984.3523009,19499928.0592731,18133387.3857844,18057555.2239667,18310690.6153891,18759957.1301399,19020597.6497056,20332910.5186907,19706644.4500405,19406829.7645014,17680042.940135,16815608.3541053,15978331.0525709,16408813.0558417,16303567.7328612,16523862.7658763,17487035.338346,18731585.1428236,18098985.2666074,18645672.986558,19592224.2523225,18582261.1354139,17416791.0992103,17003080,16782380,15403500,15349240,14133980,15694160,16124580,13857120,14644100,16344540,14864400,13540740,17997960,18671200,18301620,19976880,21486675
"Uzbekistan",235,"Almonds, with shell",221,"ag_Prod_t",51,"uzb",2064.64646464646,2206.06060606061,2272.05387205387,2375.75757575758,2611.44781144781,2677.44107744108,2800,2913.13131313131,3120.53872053872,3111.11111111111,3299.6632996633,3676.76767676768,4101.0101010101,4572.39057239057,5373.73737373737,6127.94612794613,6787.87878787879,7447.81144781145,8013.46801346801,7999.3265993266,7690.90909090909,7474.81548821549,7177.84579124579,6908.4,6808.4,7008.4,7221.8,7821.8,8700,10200,12000,14200,16200,18509,19409,19894.2,19816.2,19416.2,18569.8,18587.25
"Uzbekistan",235,"Apples",515,"ag_Prod_t",51,"uzb",385582.70203654,411462.468295917,423676.298132793,453476.752173361,499863.490325301,505768.723773513,543765.512764058,532261.601702377,522693.832754864,519676.677960286,554075.469522002,550332.261434611,584940.801725362,610852.837019976,579261.451523803,544217.279257364,529260.581425417,509883.02576612,457687.861271676,449063.816394161,411360.413718538,366048.58470041,332692.905393,336080,311200,321400,326300,352900,364500,399120,404260,413940,403740,415728.2,427308.2,471268.2,527788.2,589788.2,642700,677750
"Uzbekistan",235,"Apricots",526,"ag_Prod_t",51,"uzb",40215.6557669744,42313.2938835892,39265.1634953834,39396.2658776718,42313.2938835892,37331.4033566291,31235.1425802173,35037.1116665816,39166.836708667,35725.3991735959,38806.3051573739,40051.7777891139,37593.6081212059,33758.8634392695,34086.6193949906,33201.6783145437,35004.3360710095,35397.6432178748,33824.4146304137,37877.0514717135,41895.8496148549,45521.3406111309,49409.0363719839,56280,56000,51000,45500,48100,52100,61500,71900,98800,119200,149327.4,175927.4,212527.4,238527.4,269527.4,293600,309500
"Uzbekistan",235,"Artichokes",366,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,440,634,814,981,901,867.4,873.4,893.4,926.4,966.4,1000,1040,1080,1160,1260,1400,1560,1760,1960,2075
"Uzbekistan",235,"Barley",44,"ag_Prod_t",51,"uzb",198900.797667859,220639.506256372,218247.601554636,253444.336734908,269479.525541966,276639.892870903,270562.569467408,278420.118918392,244865.488799165,235932.568810875,224825.887583563,218942.591280071,222226.801402162,239941.366012639,254199.617367124,247123.657307679,253590.131109486,263932.76211814,255182.907246802,254029.497255957,273704.136975524,292909.777206874,302420.999248247,298320,269800,222240.2,170760.2,117060.2,98960.2,114340.2,128840,133520,142014,133221.2,107041.2,107381.2,127801.2,139907.2,154400,170500
"Uzbekistan",235,"Beans, green",414,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.702702702703,648.648648648649,908.108108108108,1388.10810810811,1788.10810810811,1873.60540540541,1907.65945945946,1988.2,1828.2,1588.2,1600,1620,1680,1760,2000,2040,2120,2320,2580,2920,3280,3700,4100,4300
"Uzbekistan",235,"Berries Nes",558,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.233595800525,295.275590551181,469.160104986877,669.160104986877,833.360104986877,860.526509186352,896.484514435696,918,889.8,925.6,967.2,967.2,971.8,1000,1000,1000,1000,1000,1000,1020,1060,1120,1200,1250
"Uzbekistan",235,"Blueberries",552,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,120,220,302,341.2,401.2,458.8,444.6,462.6,483.4,483.4,485.8,500,500,500,500,500,500,520,560,620,700,750
"Uzbekistan",235,"Broad beans, horse beans, dry",181,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,2540,3760,5120,6600,6580,8500,10480,11320,12340,12300,9980,7680,6220,4920,5220,5940,7240,8500,9020,9400
"Uzbekistan",235,"Buckwheat",89,"ag_Prod_t",51,"uzb",157.742235797446,146.863460914863,130.545298590989,123.18612734689,129.425424706018,120.786397593379,116.850840797621,131.281215715399,121.874275081637,123.058141760036,124.529976008856,132.465082393798,136.592617569837,149.359179858514,155.534484424216,155.726462804496,161.325832229355,174.668329658875,185.611097334885,201.615151032222,172.754401196665,136.278508943301,90.9396148003025,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uzbekistan",235,"Cabbages and other brassicas",358,"ag_Prod_t",51,"uzb",362784.558174063,386536.830837281,400526.228000345,417997.149344262,427040.347538221,434554.596651357,430764.361095586,441026.823142532,437209.319705065,465294.263999224,469431.191193704,493672.338021618,497968.977094604,508954.038006498,496805.222857927,488387.238237145,471374.027764557,458110.151025196,445644.833678365,407581.880035997,360918.147017048,316633.683622591,275312.26858984,231640,214200,204200,199500,198300,202600,211214,217116,229726,245592,275840.2,309726.2,355424.2,397914.2,448448.2,493680,517100
"Uzbekistan",235,"Carrots and turnips",426,"ag_Prod_t",51,"uzb",32815.5384824712,35156.3903148751,36621.4253400222,38304.969538118,41058.3631288182,42314.679616057,41688.0789734667,43753.0129092755,44072.0986058218,44411.65563018,45135.7175943095,49763.1277375292,50052.3965000887,52735.9205589091,54961.0648862892,56073.6370499793,54382.5273611704,53817.3407020158,52210.7864976474,49700.0359952707,46231.799925632,43607.1302465882,41219.1674325322,38180,35320,63640,102740,153300,211000,272400,324800,377970,421500,506355.6,601755.6,695155.6,794185.6,914435.6,1009400,1058000
"Uzbekistan",235,"Cereals, nes",108,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,3420,8420,10580,14560,16840,18440,18320,22360,24840,29140,33840,35560,36700
"Uzbekistan",235,"Cherries",531,"ag_Prod_t",51,"uzb",7275.14079239993,8220.19584631463,8719.47021442051,8933.44494360874,10021.1498169823,10431.2680479264,10609.5803222499,10181.6308638734,10092.4747267117,10056.812271847,10573.9178673852,10645.2427771146,11180.1796000852,11875.597469947,12143.0658814322,11964.7536071087,12285.7157008911,12464.0279752146,11893.4286973793,13086.2129940117,13633.1972906441,14572.4879049794,15765.2722016117,17554.2,17354.2,17200,16320,16680,16780,17660,18760,19140,19580,26201,32921,41221,51721,62321,68000,71250
"Uzbekistan",235,"Chick peas",191,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120,280,340,380,450,670,1130,1810,2410,3080,3540,3560,3525
"Uzbekistan",235,"Chillies and peppers, dry",689,"ag_Prod_t",51,"uzb",87662.3376623377,89610.3896103896,91558.4415584416,93506.4935064935,96038.961038961,98571.4285714286,101298.701298701,104220.779220779,107142.857142857,110064.935064935,114545.454545455,119025.974025974,123506.493506493,127792.207792208,131688.311688312,134610.38961039,137142.857142857,139870.12987013,153003.896103896,126331.168831169,98685.0155844156,70813.4571428572,42189.6779220779,3112.4,3150.4,3286.4,3498,3680.8,3720.8,3779.2,3938.8,4020,4067.8,4195.4,4472.2,4563.2,4647.6,4820,5089.6,5145.5
"Uzbekistan",235,"Chillies and peppers, green",401,"ag_Prod_t",51,"uzb",8408.56390283437,8595.42087845291,8782.27785407146,8969.13482969,9212.0488979941,9417.5915711745,9679.19133704045,9959.47680046827,10239.7622638961,10520.0477273239,10987.1901663702,11416.9612102929,11846.7322542155,12257.8176005763,12631.5315518134,12911.8170152412,13154.7310835453,13416.3308494113,13629.6467727774,12673.6491141178,11424.222967649,10096.1111236183,8593.25648934015,7020,6500,6240,6140,8140,10340,12800,17200,23300,27000,29600,32600,34400,35000,36900,40700,42625
"Uzbekistan",235,"Citrus fruit, nes",512,"ag_Prod_t",51,"uzb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,364.2,522.6,722.6,918,889.8,925.6,967.2,967.2,971.8,1000,1000,1040,1100,1160,1240,1340,1440,1560,1720,1800
"Uzbekistan",235,"Cucumbers and gherkins",397,"ag_Prod_t",51,"uzb",216008.181281847,214610.333963174,203765.368515799,193922.193646806,197454.670308371,184839.098257343,190975.065549936,195518.069335625,209205.32433097,210973.018752709,219802.754315663,219636.759946571,222082.992754249,218122.425351341,216957.55258578,217539.98896856,210492.508736915,207871.545014402,206269.844961755,203191.98901877,194702.914884395,188755.484493591,179949.810464509,166360,153840,146660,143280,142480,145680,151872,158340,164984,175026,195344,219232,249224,282360,320318,354600,372000
"Uzbekistan",235,"Currants",550,"ag_Prod_t",51,"uzb",152.786671609765,183.119319649939,201.094222192264,234.797164459124,269.623538134879,304.449911810634,335.905991259704,380.843247615517,423.533641153539,435.891386651388,447.125700740341,452.742857784818,453.866289193713,444.878837922551,476.33491737162,498.803545549526,532.506487816386,520.148742318538,488.692662869469,578.596384797726,630.453243908193,670.892945974184,792.25274735151,918,889.8,925.6,967.2,967.2,971.8,1000,1000,1020,1060,1150,1250,1390,1550,1710,1860,1950
